variante,algoritmo,tamanio,corridas,factibles_pct,metrica,media,mediana,desviacion_muestral,mejor,peor
BASE,GENETICO,100,30,100,costo,23163.666667,22897,1051.073026,21212,25122
BASE,GENETICO,100,30,100,distanciaKm,3703.066667,3689,156.2233,3416,3984
BASE,GENETICO,100,30,100,utilizacionPct,89.044118,88.848039,2.391217,93.872549,85.04902
BASE,RECOCIDO_SIMULADO,100,30,100,objetivo,553459.621444,552468.951667,2781.544382,547315.878333,557116.531667
BASE,RECOCIDO_SIMULADO,100,30,100,tiempoMs,395.30343,389.9039,24.720065,360.8227,490.8402
BASE,RECOCIDO_SIMULADO,100,30,100,evaluaciones,4793,4781,159.360792,4461,5101
BASE,RECOCIDO_SIMULADO,100,30,100,cumplimientoPct,5.733333,6,0.583292,7,5
BASE,RECOCIDO_SIMULADO,100,30,100,cumplimientoPrioritariosPct,1.666667,1.612903,0.294474,3.225806,1.612903
BASE,RECOCIDO_SIMULADO,100,30,100,retrasoHoras,4607.802278,4607.5475,3.073576,4602.903333,4615.118333
BASE,RECOCIDO_SIMULADO,100,30,100,tiempoAtencionHoras,6346.060333,6352.273333,14.206408,6325.74,6365.141667
BASE,RECOCIDO_SIMULADO,100,30,100,noAsignados,17.266667,17,0.583292,16,18
BASE,RECOCIDO_SIMULADO,100,30,100,costo,23533.2,23454,528.397865,22636,24816
BASE,RECOCIDO_SIMULADO,100,30,100,distanciaKm,3826.466667,3824,89.479234,3626,3986
BASE,RECOCIDO_SIMULADO,100,30,100,utilizacionPct,98.096405,98.284314,0.435046,99.019608,97.54902
