escenario,id_pedido,cliente,cantidad_qq,prioridad,horas_limite,llegada,fecha_limite,x,y
N050-I01,25,c5110,10,PRIORIZADO_18H,18,2026-01-03T01:13,2026-01-03T19:13,45,0
N050-I01,26,c1913,7,PRIORIZADO_12H,12,2026-01-03T04:20,2026-01-03T16:20,8,9
N050-I01,27,c2581,3,REGULAR_36H,36,2026-01-03T08:39,2026-01-04T20:39,60,16
N050-I01,28,c8428,3,PRIORIZADO_18H,18,2026-01-03T10:08,2026-01-04T04:08,3,28
N050-I01,29,c4300,7,REGULAR_36H,36,2026-01-03T10:56,2026-01-04T22:56,33,35
N050-I01,30,c0205,10,PRIORIZADO_12H,12,2026-01-03T10:57,2026-01-03T22:57,65,7
N050-I01,31,c2960,8,PRIORIZADO_12H,12,2026-01-03T11:03,2026-01-03T23:03,23,32
N050-I01,32,c0938,1,PRIORIZADO_8H,8,2026-01-03T13:54,2026-01-03T21:54,24,4
N050-I01,33,c9127,2,REGULAR_36H,36,2026-01-03T14:05,2026-01-05T02:05,45,0
N050-I01,34,c9592,6,PRIORIZADO_18H,18,2026-01-03T16:15,2026-01-04T10:15,9,20
N050-I01,35,c0003,1,PRIORIZADO_8H,8,2026-01-03T16:48,2026-01-04T00:48,2,45
N050-I01,36,c1036,8,PRIORIZADO_8H,8,2026-01-03T18:19,2026-01-04T02:19,60,20
N050-I01,37,c7884,3,PRIORIZADO_12H,12,2026-01-03T18:33,2026-01-04T06:33,10,34
N050-I01,38,c2699,3,REGULAR_36H,36,2026-01-03T19:04,2026-01-05T07:04,61,45
N050-I01,39,c1310,8,REGULAR_36H,36,2026-01-03T22:03,2026-01-05T10:03,59,24
N050-I01,40,c6762,4,REGULAR_36H,36,2026-01-03T22:17,2026-01-05T10:17,37,35
N050-I01,41,c2124,8,PRIORIZADO_18H,18,2026-01-04T01:19,2026-01-04T19:19,48,0
N050-I01,42,c1739,2,PRIORIZADO_18H,18,2026-01-04T01:59,2026-01-04T19:59,12,25
N050-I01,43,c5965,7,PRIORIZADO_4H,4,2026-01-04T02:21,2026-01-04T06:21,11,38
N050-I01,44,c8086,7,PRIORIZADO_4H,4,2026-01-04T04:31,2026-01-04T08:31,7,26
N050-I01,45,c4870,6,REGULAR_36H,36,2026-01-04T06:12,2026-01-05T18:12,56,23
N050-I01,46,c3759,9,REGULAR_36H,36,2026-01-04T06:35,2026-01-05T18:35,13,2
N050-I01,47,c5112,6,REGULAR_36H,36,2026-01-04T09:07,2026-01-05T21:07,28,50
N050-I01,48,c5642,3,REGULAR_36H,36,2026-01-04T10:11,2026-01-05T22:11,47,37
N050-I01,49,c4795,4,REGULAR_36H,36,2026-01-04T10:53,2026-01-05T22:53,70,15
N050-I01,50,c4627,3,REGULAR_36H,36,2026-01-04T11:58,2026-01-05T23:58,30,24
N100-I01,1,c4910,2,REGULAR_36H,36,2026-01-01T01:30,2026-01-02T13:30,56,30
N100-I01,2,c9599,6,PRIORIZADO_18H,18,2026-01-01T04:55,2026-01-01T22:55,21,29
N100-I01,3,c8771,9,PRIORIZADO_4H,4,2026-01-01T08:52,2026-01-01T12:52,61,21
N100-I01,4,c5581,2,PRIORIZADO_4H,4,2026-01-01T10:19,2026-01-01T14:19,24,11
N100-I01,5,c6975,10,REGULAR_36H,36,2026-01-01T10:19,2026-01-02T22:19,24,37
N100-I01,6,c1736,10,PRIORIZADO_8H,8,2026-01-01T13:00,2026-01-01T21:00,21,49
N100-I01,7,c2476,8,PRIORIZADO_18H,18,2026-01-01T15:00,2026-01-02T09:00,11,30
N100-I01,8,c4470,4,PRIORIZADO_8H,8,2026-01-01T16:25,2026-01-02T00:25,2,7
N100-I01,9,c7528,10,REGULAR_36H,36,2026-01-01T18:11,2026-01-03T06:11,32,28
N100-I01,10,c7945,8,REGULAR_36H,36,2026-01-01T19:53,2026-01-03T07:53,48,7
N100-I01,11,c1738,8,PRIORIZADO_12H,12,2026-01-01T21:48,2026-01-02T09:48,14,13
N100-I01,12,c5408,4,REGULAR_36H,36,2026-01-01T23:07,2026-01-03T11:07,9,41
N100-I01,13,c5634,7,PRIORIZADO_18H,18,2026-01-02T01:25,2026-01-02T19:25,7,3
N100-I01,14,c3747,6,REGULAR_36H,36,2026-01-02T05:10,2026-01-03T17:10,65,18
N100-I01,15,c0353,5,REGULAR_36H,36,2026-01-02T13:58,2026-01-04T01:58,41,0
N100-I01,16,c0487,10,REGULAR_36H,36,2026-01-02T14:01,2026-01-04T02:01,64,49
N100-I01,17,c2098,9,PRIORIZADO_12H,12,2026-01-02T14:38,2026-01-03T02:38,1,31
N100-I01,18,c3423,6,REGULAR_36H,36,2026-01-02T14:42,2026-01-04T02:42,10,50
N100-I01,19,c6423,7,PRIORIZADO_18H,18,2026-01-02T14:52,2026-01-03T08:52,37,14
N100-I01,20,c0090,8,PRIORIZADO_4H,4,2026-01-02T16:49,2026-01-02T20:49,1,28
N100-I01,21,c0693,6,PRIORIZADO_4H,4,2026-01-02T18:34,2026-01-02T22:34,0,14
N100-I01,22,c2727,7,REGULAR_36H,36,2026-01-02T21:43,2026-01-04T09:43,55,35
N100-I01,23,c0134,2,PRIORIZADO_4H,4,2026-01-02T22:03,2026-01-03T02:03,15,26
N100-I01,24,c9105,9,PRIORIZADO_18H,18,2026-01-02T23:38,2026-01-03T17:38,30,43
N100-I01,25,c5110,10,PRIORIZADO_18H,18,2026-01-03T01:13,2026-01-03T19:13,45,0
N100-I01,26,c1913,7,PRIORIZADO_12H,12,2026-01-03T04:20,2026-01-03T16:20,8,9
N100-I01,27,c2581,3,REGULAR_36H,36,2026-01-03T08:39,2026-01-04T20:39,60,16
N100-I01,28,c8428,3,PRIORIZADO_18H,18,2026-01-03T10:08,2026-01-04T04:08,3,28
N100-I01,29,c4300,7,REGULAR_36H,36,2026-01-03T10:56,2026-01-04T22:56,33,35
N100-I01,30,c0205,10,PRIORIZADO_12H,12,2026-01-03T10:57,2026-01-03T22:57,65,7
N100-I01,31,c2960,8,PRIORIZADO_12H,12,2026-01-03T11:03,2026-01-03T23:03,23,32
N100-I01,32,c0938,1,PRIORIZADO_8H,8,2026-01-03T13:54,2026-01-03T21:54,24,4
N100-I01,33,c9127,2,REGULAR_36H,36,2026-01-03T14:05,2026-01-05T02:05,45,0
N100-I01,34,c9592,6,PRIORIZADO_18H,18,2026-01-03T16:15,2026-01-04T10:15,9,20
N100-I01,35,c0003,1,PRIORIZADO_8H,8,2026-01-03T16:48,2026-01-04T00:48,2,45
N100-I01,36,c1036,8,PRIORIZADO_8H,8,2026-01-03T18:19,2026-01-04T02:19,60,20
N100-I01,37,c7884,3,PRIORIZADO_12H,12,2026-01-03T18:33,2026-01-04T06:33,10,34
N100-I01,38,c2699,3,REGULAR_36H,36,2026-01-03T19:04,2026-01-05T07:04,61,45
N100-I01,39,c1310,8,REGULAR_36H,36,2026-01-03T22:03,2026-01-05T10:03,59,24
N100-I01,40,c6762,4,REGULAR_36H,36,2026-01-03T22:17,2026-01-05T10:17,37,35
N100-I01,41,c2124,8,PRIORIZADO_18H,18,2026-01-04T01:19,2026-01-04T19:19,48,0
N100-I01,42,c1739,2,PRIORIZADO_18H,18,2026-01-04T01:59,2026-01-04T19:59,12,25
N100-I01,43,c5965,7,PRIORIZADO_4H,4,2026-01-04T02:21,2026-01-04T06:21,11,38
N100-I01,44,c8086,7,PRIORIZADO_4H,4,2026-01-04T04:31,2026-01-04T08:31,7,26
N100-I01,45,c4870,6,REGULAR_36H,36,2026-01-04T06:12,2026-01-05T18:12,56,23
N100-I01,46,c3759,9,REGULAR_36H,36,2026-01-04T06:35,2026-01-05T18:35,13,2
N100-I01,47,c5112,6,REGULAR_36H,36,2026-01-04T09:07,2026-01-05T21:07,28,50
N100-I01,48,c5642,3,REGULAR_36H,36,2026-01-04T10:11,2026-01-05T22:11,47,37
N100-I01,49,c4795,4,REGULAR_36H,36,2026-01-04T10:53,2026-01-05T22:53,70,15
N100-I01,50,c4627,3,REGULAR_36H,36,2026-01-04T11:58,2026-01-05T23:58,30,24
N100-I01,51,c0844,1,PRIORIZADO_8H,8,2026-01-04T13:36,2026-01-04T21:36,56,48
N100-I01,52,c6159,5,PRIORIZADO_4H,4,2026-01-04T15:40,2026-01-04T19:40,28,36
N100-I01,53,c9162,8,REGULAR_36H,36,2026-01-04T15:52,2026-01-06T03:52,67,42
N100-I01,54,c4107,3,PRIORIZADO_8H,8,2026-01-04T16:37,2026-01-05T00:37,24,11
N100-I01,55,c2843,4,REGULAR_36H,36,2026-01-04T17:54,2026-01-06T05:54,18,2
N100-I01,56,c8378,1,PRIORIZADO_18H,18,2026-01-04T19:46,2026-01-05T13:46,66,32
N100-I01,57,c1774,9,PRIORIZADO_12H,12,2026-01-04T21:54,2026-01-05T09:54,62,33
N100-I01,58,c0867,1,PRIORIZADO_8H,8,2026-01-05T00:27,2026-01-05T08:27,9,27
N100-I01,59,c1698,4,REGULAR_36H,36,2026-01-05T00:30,2026-01-06T12:30,34,46
N100-I01,60,c0458,7,REGULAR_36H,36,2026-01-05T03:02,2026-01-06T15:02,62,16
N100-I01,61,c0313,9,PRIORIZADO_18H,18,2026-01-05T04:11,2026-01-05T22:11,16,20
N100-I01,62,c0068,4,REGULAR_36H,36,2026-01-05T05:49,2026-01-06T17:49,12,49
N100-I01,63,c1864,1,PRIORIZADO_8H,8,2026-01-05T08:16,2026-01-05T16:16,41,43
N100-I01,64,c5855,5,PRIORIZADO_8H,8,2026-01-05T08:33,2026-01-05T16:33,24,4
N100-I01,65,c9315,10,PRIORIZADO_18H,18,2026-01-05T09:32,2026-01-06T03:32,63,29
N100-I01,66,c2976,4,REGULAR_36H,36,2026-01-05T10:42,2026-01-06T22:42,14,41
N100-I01,67,c7515,1,REGULAR_36H,36,2026-01-05T10:49,2026-01-06T22:49,66,2
N100-I01,68,c0736,2,REGULAR_36H,36,2026-01-05T15:22,2026-01-07T03:22,20,26
N100-I01,69,c6624,10,PRIORIZADO_12H,12,2026-01-05T15:50,2026-01-06T03:50,28,14
N100-I01,70,c1021,5,PRIORIZADO_18H,18,2026-01-05T16:59,2026-01-06T10:59,52,39
N100-I01,71,c1033,3,PRIORIZADO_4H,4,2026-01-05T19:04,2026-01-05T23:04,32,1
N100-I01,72,c9228,7,PRIORIZADO_18H,18,2026-01-05T19:11,2026-01-06T13:11,62,34
N100-I01,73,c8979,3,PRIORIZADO_8H,8,2026-01-05T20:16,2026-01-06T04:16,30,26
N100-I01,74,c7180,6,PRIORIZADO_8H,8,2026-01-05T20:45,2026-01-06T04:45,23,13
N100-I01,75,c5733,4,PRIORIZADO_4H,4,2026-01-05T20:58,2026-01-06T00:58,19,20
N100-I01,76,c2826,1,REGULAR_36H,36,2026-01-05T22:31,2026-01-07T10:31,51,32
N100-I01,77,c6544,1,PRIORIZADO_4H,4,2026-01-06T00:43,2026-01-06T04:43,44,22
N100-I01,78,c3542,5,PRIORIZADO_8H,8,2026-01-06T01:05,2026-01-06T09:05,70,19
N100-I01,79,c6955,4,REGULAR_36H,36,2026-01-06T02:33,2026-01-07T14:33,61,48
N100-I01,80,c1642,9,REGULAR_36H,36,2026-01-06T03:22,2026-01-07T15:22,63,19
N100-I01,81,c1207,1,REGULAR_36H,36,2026-01-06T04:30,2026-01-07T16:30,38,50
N100-I01,82,c9695,6,REGULAR_36H,36,2026-01-06T04:47,2026-01-07T16:47,55,50
N100-I01,83,c1192,3,REGULAR_36H,36,2026-01-06T07:29,2026-01-07T19:29,48,41
N100-I01,84,c5500,1,REGULAR_36H,36,2026-01-06T08:20,2026-01-07T20:20,50,36
N100-I01,85,c4980,6,PRIORIZADO_4H,4,2026-01-06T08:51,2026-01-06T12:51,3,8
N100-I01,86,c0255,9,PRIORIZADO_8H,8,2026-01-06T09:11,2026-01-06T17:11,56,14
N100-I01,87,c5863,3,PRIORIZADO_8H,8,2026-01-06T10:59,2026-01-06T18:59,45,11
N100-I01,88,c1799,2,REGULAR_36H,36,2026-01-06T12:36,2026-01-08T00:36,30,49
N100-I01,89,c1765,1,PRIORIZADO_4H,4,2026-01-06T12:45,2026-01-06T16:45,33,9
N100-I01,90,c1842,1,PRIORIZADO_8H,8,2026-01-06T14:24,2026-01-06T22:24,60,25
N100-I01,91,c0869,8,PRIORIZADO_4H,4,2026-01-06T14:37,2026-01-06T18:37,54,48
N100-I01,92,c0776,3,PRIORIZADO_8H,8,2026-01-06T15:50,2026-01-06T23:50,46,28
N100-I01,93,c4759,10,PRIORIZADO_8H,8,2026-01-06T16:32,2026-01-07T00:32,10,8
N100-I01,94,c3650,2,PRIORIZADO_4H,4,2026-01-06T17:59,2026-01-06T21:59,67,48
N100-I01,95,c1296,9,PRIORIZADO_8H,8,2026-01-06T19:44,2026-01-07T03:44,44,26
N100-I01,96,c8406,1,PRIORIZADO_12H,12,2026-01-06T21:11,2026-01-07T09:11,40,41
N100-I01,97,c8411,3,PRIORIZADO_8H,8,2026-01-06T22:37,2026-01-07T06:37,12,30
N100-I01,98,c5486,4,PRIORIZADO_12H,12,2026-01-07T00:50,2026-01-07T12:50,39,50
N100-I01,99,c6288,6,PRIORIZADO_8H,8,2026-01-07T01:00,2026-01-07T09:00,51,10
N100-I01,100,c5054,5,PRIORIZADO_8H,8,2026-01-07T02:37,2026-01-07T10:37,59,0
