variante,escenario,escenario_operativo,perfil_presion,nivel,tamanio,algoritmo_A,algoritmo_B,metrica,p_wilcoxon,p_wilcoxon_holm,tamano_efecto_r,veredicto
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,25,GENETICO,RECOCIDO_SIMULADO,costo,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,25,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,,,0,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,38,GENETICO,RECOCIDO_SIMULADO,tiempoMs,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,38,GENETICO,RECOCIDO_SIMULADO,cumplimientoPlazosPct,,,0,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,38,GENETICO,RECOCIDO_SIMULADO,noAsignados,,,0,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,38,GENETICO,RECOCIDO_SIMULADO,costo,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,38,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,1,1,0.707107,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,55,GENETICO,RECOCIDO_SIMULADO,tiempoMs,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,55,GENETICO,RECOCIDO_SIMULADO,cumplimientoPlazosPct,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,55,GENETICO,RECOCIDO_SIMULADO,noAsignados,,,0,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,55,GENETICO,RECOCIDO_SIMULADO,costo,1,1,0.316228,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,55,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-NORMAL-N01,OPERACION_DIARIA,NORMAL,1,25,GENETICO,RECOCIDO_SIMULADO,tiempoMs,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-NORMAL-N01,OPERACION_DIARIA,NORMAL,1,25,GENETICO,RECOCIDO_SIMULADO,cumplimientoPlazosPct,,,0,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-NORMAL-N01,OPERACION_DIARIA,NORMAL,1,25,GENETICO,RECOCIDO_SIMULADO,noAsignados,,,0,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-NORMAL-N01,OPERACION_DIARIA,NORMAL,1,25,GENETICO,RECOCIDO_SIMULADO,costo,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,OPERACION_DIARIA-NORMAL-N01,OPERACION_DIARIA,NORMAL,1,25,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,,,0,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,190,GENETICO,RECOCIDO_SIMULADO,tiempoMs,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,190,GENETICO,RECOCIDO_SIMULADO,cumplimientoPlazosPct,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,190,GENETICO,RECOCIDO_SIMULADO,noAsignados,1,1,0.707107,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,190,GENETICO,RECOCIDO_SIMULADO,costo,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,190,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,275,GENETICO,RECOCIDO_SIMULADO,tiempoMs,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,275,GENETICO,RECOCIDO_SIMULADO,cumplimientoPlazosPct,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,275,GENETICO,RECOCIDO_SIMULADO,noAsignados,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,275,GENETICO,RECOCIDO_SIMULADO,costo,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,275,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,125,GENETICO,RECOCIDO_SIMULADO,tiempoMs,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,125,GENETICO,RECOCIDO_SIMULADO,cumplimientoPlazosPct,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,125,GENETICO,RECOCIDO_SIMULADO,noAsignados,0.5,1,0.948683,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,125,GENETICO,RECOCIDO_SIMULADO,costo,1,1,0.316228,MUESTRA_INSUFICIENTE
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,125,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,0.5,1,0.948683,MUESTRA_INSUFICIENTE
