variante,escenario,escenario_operativo,perfil_presion,nivel,algoritmo,tamanio,corridas,factibles_pct,metrica,media,mediana,desviacion_muestral,mejor,peor
BASE,OPERACION_DIARIA-NORMAL-N01,OPERACION_DIARIA,NORMAL,1,RECOCIDO_SIMULADO,25,2,100,utilizacionPct,29.947917,29.947917,0,29.947917,29.947917
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,GENETICO,38,2,100,objetivo,437.848333,437.848333,123.804969,350.305,525.391667
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,GENETICO,38,2,100,tiempoMs,726.15945,726.15945,114.197957,645.4093,806.9096
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,GENETICO,38,2,100,evaluaciones,9060,9060,0,9060,9060
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,GENETICO,38,2,100,cumplimientoPct,94.736842,94.736842,0,94.736842,94.736842
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,GENETICO,38,2,100,cumplimientoPrioritariosPct,92,92,0,92,92
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,GENETICO,38,2,100,retrasoHoras,2.615,2.615,1.237437,1.74,3.49
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,GENETICO,38,2,100,tiempoAtencionHoras,176.348333,176.348333,0.061283,176.305,176.391667
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,GENETICO,38,2,100,noAsignados,0,0,0,0,0
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,GENETICO,38,2,100,costo,12141,12141,57.982756,12100,12182
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,GENETICO,38,2,100,distanciaKm,1914,1914,42.426407,1884,1944
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,GENETICO,38,2,100,utilizacionPct,45.277778,45.277778,0,45.277778,45.277778
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,GENETICO,38,2,100,tiempoReplanificacionMs,180.08435,180.08435,36.233354,154.4635,205.7052
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,GENETICO,38,2,100,tasaReplanificacionExitosaPct,100,100,,100,100
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,RECOCIDO_SIMULADO,38,2,100,objetivo,382.6325,382.6325,29.275399,361.931667,403.333333
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,RECOCIDO_SIMULADO,38,2,100,tiempoMs,20.67275,20.67275,3.091824,18.4865,22.859
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,RECOCIDO_SIMULADO,38,2,100,evaluaciones,1001,1001,28.284271,981,1021
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,RECOCIDO_SIMULADO,38,2,100,cumplimientoPct,94.736842,94.736842,0,94.736842,94.736842
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,RECOCIDO_SIMULADO,38,2,100,cumplimientoPrioritariosPct,92,92,0,92,92
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,RECOCIDO_SIMULADO,38,2,100,retrasoHoras,1.965,1.965,0.318198,1.74,2.19
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,RECOCIDO_SIMULADO,38,2,100,tiempoAtencionHoras,186.1325,186.1325,2.544406,184.333333,187.931667
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,RECOCIDO_SIMULADO,38,2,100,noAsignados,0,0,0,0,0
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,RECOCIDO_SIMULADO,38,2,100,costo,12516,12516,381.837662,12246,12786
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,RECOCIDO_SIMULADO,38,2,100,distanciaKm,1905,1905,100.409163,1834,1976
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,RECOCIDO_SIMULADO,38,2,100,utilizacionPct,45.277778,45.277778,0,45.277778,45.277778
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,RECOCIDO_SIMULADO,38,2,100,tiempoReplanificacionMs,11.75155,11.75155,0.665458,11.281,12.2221
BASE,OPERACION_DIARIA-ALTA-N01,OPERACION_DIARIA,ALTA,1,RECOCIDO_SIMULADO,38,2,100,tasaReplanificacionExitosaPct,100,100,,100,100
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,GENETICO,55,2,100,objetivo,1336.389167,1336.389167,55.325213,1297.268333,1375.51
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,GENETICO,55,2,100,tiempoMs,398.3485,398.3485,82.643954,339.9104,456.7866
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,GENETICO,55,2,100,evaluaciones,9060,9060,0,9060,9060
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,GENETICO,55,2,100,cumplimientoPct,93.636364,93.636364,1.285649,94.545455,92.727273
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,GENETICO,55,2,100,cumplimientoPrioritariosPct,90,90,2.020305,91.428571,88.571429
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,GENETICO,55,2,100,retrasoHoras,9.703333,9.703333,0.490261,9.356667,10.05
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,GENETICO,55,2,100,tiempoAtencionHoras,366.055833,366.055833,6.299143,361.601667,370.51
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,GENETICO,55,2,100,noAsignados,0,0,0,0,0
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,GENETICO,55,2,100,costo,15647,15647,1155.41248,14830,16464
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,GENETICO,55,2,100,distanciaKm,2634,2634,203.646753,2490,2778
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,GENETICO,55,2,100,utilizacionPct,77.97619,77.97619,0,77.97619,77.97619
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,GENETICO,55,2,100,tiempoReplanificacionMs,184.3625,184.3625,25.534757,166.3067,202.4183
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,GENETICO,55,2,100,tasaReplanificacionExitosaPct,100,100,,100,100
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,objetivo,1288.750833,1288.750833,32.952355,1265.45,1312.051667
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,tiempoMs,35.1306,35.1306,3.457894,32.6855,37.5757
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,evaluaciones,1781,1781,961.665222,1101,2461
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,cumplimientoPct,91.818182,91.818182,1.285649,92.727273,90.909091
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,cumplimientoPrioritariosPct,87.142857,87.142857,2.020305,88.571429,85.714286
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,retrasoHoras,9.02,9.02,0.263987,8.833333,9.206667
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,tiempoAtencionHoras,386.750833,386.750833,6.553701,382.116667,391.385
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,noAsignados,0,0,0,0,0
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,costo,16385,16385,2173.646245,14848,17922
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,distanciaKm,2695,2695,411.536147,2404,2986
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,utilizacionPct,77.97619,77.97619,0,77.97619,77.97619
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,tiempoReplanificacionMs,24.4463,24.4463,11.815047,16.0918,32.8008
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,tasaReplanificacionExitosaPct,100,100,,100,100
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,2,100,objetivo,467205.153333,467205.153333,5040.10393,463641.261667,470769.045
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,2,100,tiempoMs,1720.34465,1720.34465,91.913204,1655.3522,1785.3371
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,2,100,evaluaciones,9060,9060,0,9060,9060
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,2,100,cumplimientoPct,22,22,2.828427,24,20
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,2,100,cumplimientoPrioritariosPct,15.540541,15.540541,2.866649,17.567568,13.513514
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,2,100,retrasoHoras,2309.533333,2309.533333,55.882649,2270.018333,2349.048333
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,2,100,tiempoAtencionHoras,3751.82,3751.82,21.767104,3736.428333,3767.211667
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,2,100,noAsignados,46.5,46.5,2.12132,45,48
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,2,100,costo,21878,21878,1295.419623,20962,22794
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,2,100,distanciaKm,3576,3576,147.07821,3472,3680
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,2,100,utilizacionPct,90.686275,90.686275,0.693242,91.176471,90.196078
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,2,100,objetivo,619372.141667,619372.141667,1770.168759,618120.443333,620623.84
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,2,100,tiempoMs,403.10475,403.10475,4.670652,399.8021,406.4074
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,2,100,evaluaciones,4921,4921,28.284271,4901,4941
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,2,100,cumplimientoPct,8.8,8.8,0,8.8,8.8
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,2,100,cumplimientoPrioritariosPct,8.108108,8.108108,0,8.108108,8.108108
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,2,100,retrasoHoras,4063.148333,4063.148333,17.253405,4050.948333,4075.348333
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,2,100,tiempoAtencionHoras,5557.308333,5557.308333,40.024601,5529.006667,5585.61
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,2,100,noAsignados,41.5,41.5,0.707107,41,42
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,2,100,costo,22173,22173,125.865007,22084,22262
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,2,100,distanciaKm,3674,3674,50.911688,3638,3710
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,2,100,utilizacionPct,96.568627,96.568627,1.039863,97.303922,95.833333
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,2,100,objetivo,757021.594167,757021.594167,8041.153498,751335.64,762707.548333
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,2,100,tiempoMs,2780.23915,2780.23915,20.918693,2765.4474,2795.0309
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,2,100,evaluaciones,9060,9060,0,9060,9060
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,2,100,cumplimientoPct,19.210526,19.210526,0.372161,19.473684,18.947368
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,2,100,cumplimientoPrioritariosPct,11.842105,11.842105,0.620269,12.280702,11.403509
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,2,100,retrasoHoras,2897.643333,2897.643333,184.335667,2767.298333,3027.988333
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,2,100,tiempoAtencionHoras,4757.260833,4757.260833,214.188537,4605.806667,4908.715
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,2,100,noAsignados,92.5,92.5,2.12132,91,94
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,2,100,costo,24452,24452,675.994083,23974,24930
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,2,100,distanciaKm,4005,4005,97.580736,3936,4074
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,2,100,utilizacionPct,95.588235,95.588235,0,95.588235,95.588235
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,RECOCIDO_SIMULADO,190,2,100,objetivo,1003189.929167,1003189.929167,3324.718269,1000838.998333,1005540.86
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,RECOCIDO_SIMULADO,190,2,100,tiempoMs,777.2425,777.2425,9.326597,770.6476,783.8374
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,RECOCIDO_SIMULADO,190,2,100,evaluaciones,4681,4681,28.284271,4661,4701
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,RECOCIDO_SIMULADO,190,2,100,cumplimientoPct,7.631579,7.631579,1.116484,8.421053,6.842105
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,RECOCIDO_SIMULADO,190,2,100,cumplimientoPrioritariosPct,5.701754,5.701754,0.620269,6.140351,5.263158
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,RECOCIDO_SIMULADO,190,2,100,retrasoHoras,5434.926667,5434.926667,2.064752,5433.466667,5436.386667
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,RECOCIDO_SIMULADO,190,2,100,tiempoAtencionHoras,7197.2625,7197.2625,4.340457,7194.193333,7200.331667
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,RECOCIDO_SIMULADO,190,2,100,noAsignados,90.5,90.5,0.707107,90,91
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,RECOCIDO_SIMULADO,190,2,100,costo,23058,23058,135.764502,22962,23154
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,RECOCIDO_SIMULADO,190,2,100,distanciaKm,3954,3954,45.254834,3922,3986
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,RECOCIDO_SIMULADO,190,2,100,utilizacionPct,99.632353,99.632353,0.519931,100,99.264706
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,GENETICO,275,2,100,objetivo,1135805.063333,1135805.063333,18144.994044,1122974.615,1148635.511667
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,GENETICO,275,2,100,tiempoMs,4238.02995,4238.02995,20.726643,4223.374,4252.6859
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,GENETICO,275,2,100,evaluaciones,9060,9060,0,9060,9060
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,GENETICO,275,2,100,cumplimientoPct,14.545455,14.545455,1.028519,15.272727,13.818182
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,GENETICO,275,2,100,cumplimientoPrioritariosPct,10.606061,10.606061,1.285649,11.515152,9.69697
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,GENETICO,275,2,100,retrasoHoras,2391.899167,2391.899167,284.26989,2190.89,2592.908333
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,GENETICO,275,2,100,tiempoAtencionHoras,4115.146667,4115.146667,324.606796,3885.615,4344.678333
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,GENETICO,275,2,100,noAsignados,178.5,178.5,2.12132,177,180
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,GENETICO,275,2,100,costo,25708,25708,1340.674457,24760,26656
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,GENETICO,275,2,100,distanciaKm,4336,4336,169.705627,4216,4456
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,GENETICO,275,2,100,utilizacionPct,98.307292,98.307292,0.552427,98.697917,97.916667
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,RECOCIDO_SIMULADO,275,2,100,objetivo,1563578.459167,1563578.459167,3016.891117,1561445.195,1565711.723333
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,RECOCIDO_SIMULADO,275,2,100,tiempoMs,1401.6097,1401.6097,97.358563,1332.7668,1470.4526
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,RECOCIDO_SIMULADO,275,2,100,evaluaciones,4581,4581,339.411255,4341,4821
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,RECOCIDO_SIMULADO,275,2,100,cumplimientoPct,0.181818,0.181818,0.25713,0.363636,0
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,RECOCIDO_SIMULADO,275,2,100,cumplimientoPrioritariosPct,0.30303,0.30303,0.42855,0.606061,0
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,RECOCIDO_SIMULADO,275,2,100,retrasoHoras,6381.9525,6381.9525,5.292694,6378.21,6385.695
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,RECOCIDO_SIMULADO,275,2,100,tiempoAtencionHoras,7883.209167,7883.209167,10.626636,7875.695,7890.723333
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,RECOCIDO_SIMULADO,275,2,100,noAsignados,183.5,183.5,0.707107,183,184
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,RECOCIDO_SIMULADO,275,2,100,costo,23702,23702,214.960461,23550,23854
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,RECOCIDO_SIMULADO,275,2,100,distanciaKm,3929,3929,21.213203,3914,3944
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,RECOCIDO_SIMULADO,275,2,100,utilizacionPct,100,100,0,100,100
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,GENETICO,25,2,100,objetivo,84.455833,84.455833,0.010607,84.448333,84.463333
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,GENETICO,25,2,100,tiempoMs,607.2205,607.2205,153.985088,498.3366,716.1044
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,GENETICO,25,2,100,evaluaciones,9060,9060,0,9060,9060
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,GENETICO,25,2,100,cumplimientoPct,100,100,0,100,100
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,GENETICO,25,2,100,cumplimientoPrioritariosPct,100,100,0,100,100
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,GENETICO,25,2,100,retrasoHoras,0,0,0,0,0
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,GENETICO,25,2,100,tiempoAtencionHoras,84.455833,84.455833,0.010607,84.448333,84.463333
