escenario,id_pedido,cliente,cantidad_qq,prioridad,horas_limite,llegada,fecha_limite,x,y
N025-I02,50,c4627,3,REGULAR_36H,36,2026-01-04T11:58,2026-01-05T23:58,30,24
N025-I03,51,c0844,1,PRIORIZADO_8H,8,2026-01-04T13:36,2026-01-04T21:36,56,48
N025-I03,52,c6159,5,PRIORIZADO_4H,4,2026-01-04T15:40,2026-01-04T19:40,28,36
N025-I03,53,c9162,8,REGULAR_36H,36,2026-01-04T15:52,2026-01-06T03:52,67,42
N025-I03,54,c4107,3,PRIORIZADO_8H,8,2026-01-04T16:37,2026-01-05T00:37,24,11
N025-I03,55,c2843,4,REGULAR_36H,36,2026-01-04T17:54,2026-01-06T05:54,18,2
N025-I03,56,c8378,1,PRIORIZADO_18H,18,2026-01-04T19:46,2026-01-05T13:46,66,32
N025-I03,57,c1774,9,PRIORIZADO_12H,12,2026-01-04T21:54,2026-01-05T09:54,62,33
N025-I03,58,c0867,1,PRIORIZADO_8H,8,2026-01-05T00:27,2026-01-05T08:27,9,27
N025-I03,59,c1698,4,REGULAR_36H,36,2026-01-05T00:30,2026-01-06T12:30,34,46
N025-I03,60,c0458,7,REGULAR_36H,36,2026-01-05T03:02,2026-01-06T15:02,62,16
N025-I03,61,c0313,9,PRIORIZADO_18H,18,2026-01-05T04:11,2026-01-05T22:11,16,20
N025-I03,62,c0068,4,REGULAR_36H,36,2026-01-05T05:49,2026-01-06T17:49,12,49
N025-I03,63,c1864,1,PRIORIZADO_8H,8,2026-01-05T08:16,2026-01-05T16:16,41,43
N025-I03,64,c5855,5,PRIORIZADO_8H,8,2026-01-05T08:33,2026-01-05T16:33,24,4
N025-I03,65,c9315,10,PRIORIZADO_18H,18,2026-01-05T09:32,2026-01-06T03:32,63,29
N025-I03,66,c2976,4,REGULAR_36H,36,2026-01-05T10:42,2026-01-06T22:42,14,41
N025-I03,67,c7515,1,REGULAR_36H,36,2026-01-05T10:49,2026-01-06T22:49,66,2
N025-I03,68,c0736,2,REGULAR_36H,36,2026-01-05T15:22,2026-01-07T03:22,20,26
N025-I03,69,c6624,10,PRIORIZADO_12H,12,2026-01-05T15:50,2026-01-06T03:50,28,14
N025-I03,70,c1021,5,PRIORIZADO_18H,18,2026-01-05T16:59,2026-01-06T10:59,52,39
N025-I03,71,c1033,3,PRIORIZADO_4H,4,2026-01-05T19:04,2026-01-05T23:04,32,1
N025-I03,72,c9228,7,PRIORIZADO_18H,18,2026-01-05T19:11,2026-01-06T13:11,62,34
N025-I03,73,c8979,3,PRIORIZADO_8H,8,2026-01-05T20:16,2026-01-06T04:16,30,26
N025-I03,74,c7180,6,PRIORIZADO_8H,8,2026-01-05T20:45,2026-01-06T04:45,23,13
N025-I03,75,c5733,4,PRIORIZADO_4H,4,2026-01-05T20:58,2026-01-06T00:58,19,20
N025-I04,76,c2826,1,REGULAR_36H,36,2026-01-05T22:31,2026-01-07T10:31,51,32
N025-I04,77,c6544,1,PRIORIZADO_4H,4,2026-01-06T00:43,2026-01-06T04:43,44,22
N025-I04,78,c3542,5,PRIORIZADO_8H,8,2026-01-06T01:05,2026-01-06T09:05,70,19
N025-I04,79,c6955,4,REGULAR_36H,36,2026-01-06T02:33,2026-01-07T14:33,61,48
N025-I04,80,c1642,9,REGULAR_36H,36,2026-01-06T03:22,2026-01-07T15:22,63,19
N025-I04,81,c1207,1,REGULAR_36H,36,2026-01-06T04:30,2026-01-07T16:30,38,50
N025-I04,82,c9695,6,REGULAR_36H,36,2026-01-06T04:47,2026-01-07T16:47,55,50
N025-I04,83,c1192,3,REGULAR_36H,36,2026-01-06T07:29,2026-01-07T19:29,48,41
N025-I04,84,c5500,1,REGULAR_36H,36,2026-01-06T08:20,2026-01-07T20:20,50,36
N025-I04,85,c4980,6,PRIORIZADO_4H,4,2026-01-06T08:51,2026-01-06T12:51,3,8
N025-I04,86,c0255,9,PRIORIZADO_8H,8,2026-01-06T09:11,2026-01-06T17:11,56,14
N025-I04,87,c5863,3,PRIORIZADO_8H,8,2026-01-06T10:59,2026-01-06T18:59,45,11
N025-I04,88,c1799,2,REGULAR_36H,36,2026-01-06T12:36,2026-01-08T00:36,30,49
N025-I04,89,c1765,1,PRIORIZADO_4H,4,2026-01-06T12:45,2026-01-06T16:45,33,9
N025-I04,90,c1842,1,PRIORIZADO_8H,8,2026-01-06T14:24,2026-01-06T22:24,60,25
N025-I04,91,c0869,8,PRIORIZADO_4H,4,2026-01-06T14:37,2026-01-06T18:37,54,48
N025-I04,92,c0776,3,PRIORIZADO_8H,8,2026-01-06T15:50,2026-01-06T23:50,46,28
N025-I04,93,c4759,10,PRIORIZADO_8H,8,2026-01-06T16:32,2026-01-07T00:32,10,8
N025-I04,94,c3650,2,PRIORIZADO_4H,4,2026-01-06T17:59,2026-01-06T21:59,67,48
N025-I04,95,c1296,9,PRIORIZADO_8H,8,2026-01-06T19:44,2026-01-07T03:44,44,26
N025-I04,96,c8406,1,PRIORIZADO_12H,12,2026-01-06T21:11,2026-01-07T09:11,40,41
N025-I04,97,c8411,3,PRIORIZADO_8H,8,2026-01-06T22:37,2026-01-07T06:37,12,30
N025-I04,98,c5486,4,PRIORIZADO_12H,12,2026-01-07T00:50,2026-01-07T12:50,39,50
N025-I04,99,c6288,6,PRIORIZADO_8H,8,2026-01-07T01:00,2026-01-07T09:00,51,10
N025-I04,100,c5054,5,PRIORIZADO_8H,8,2026-01-07T02:37,2026-01-07T10:37,59,0
N025-I05,101,c0183,4,REGULAR_36H,36,2026-01-07T04:10,2026-01-08T16:10,8,41
N025-I05,102,c3955,3,PRIORIZADO_12H,12,2026-01-07T04:31,2026-01-07T16:31,10,49
N025-I05,103,c0507,6,REGULAR_36H,36,2026-01-07T07:53,2026-01-08T19:53,20,23
N025-I05,104,c1436,5,REGULAR_36H,36,2026-01-07T08:37,2026-01-08T20:37,41,11
N025-I05,105,c7989,2,REGULAR_36H,36,2026-01-07T09:20,2026-01-08T21:20,15,7
N025-I05,106,c8862,5,REGULAR_36H,36,2026-01-07T10:49,2026-01-08T22:49,47,37
N025-I05,107,c6632,4,REGULAR_36H,36,2026-01-07T11:31,2026-01-08T23:31,49,25
N025-I05,108,c0299,9,REGULAR_36H,36,2026-01-07T12:38,2026-01-09T00:38,61,22
N025-I05,109,c9752,2,PRIORIZADO_4H,4,2026-01-07T14:23,2026-01-07T18:23,28,7
N025-I05,110,c3004,10,PRIORIZADO_4H,4,2026-01-07T14:50,2026-01-07T18:50,47,27
N025-I05,111,c2586,8,PRIORIZADO_18H,18,2026-01-07T18:11,2026-01-08T12:11,10,24
N025-I05,112,c8825,9,REGULAR_36H,36,2026-01-07T19:42,2026-01-09T07:42,9,10
N025-I05,113,c5381,1,PRIORIZADO_4H,4,2026-01-07T20:09,2026-01-08T00:09,51,39
N025-I05,114,c1693,4,REGULAR_36H,36,2026-01-07T20:16,2026-01-09T08:16,41,14
N025-I05,115,c9678,3,PRIORIZADO_4H,4,2026-01-07T21:45,2026-01-08T01:45,14,9
N025-I05,116,c6777,1,REGULAR_36H,36,2026-01-07T23:05,2026-01-09T11:05,42,1
N025-I05,117,c0969,7,PRIORIZADO_8H,8,2026-01-08T01:54,2026-01-08T09:54,62,5
N025-I05,118,c4301,9,PRIORIZADO_4H,4,2026-01-08T05:31,2026-01-08T09:31,2,30
N025-I05,119,c6121,1,REGULAR_36H,36,2026-01-08T06:34,2026-01-09T18:34,47,0
N025-I05,120,c4786,8,REGULAR_36H,36,2026-01-08T07:02,2026-01-09T19:02,46,28
N025-I05,121,c3785,1,PRIORIZADO_8H,8,2026-01-08T09:20,2026-01-08T17:20,39,46
N025-I05,122,c4150,7,REGULAR_36H,36,2026-01-08T09:44,2026-01-09T21:44,8,42
N025-I05,123,c2369,6,PRIORIZADO_8H,8,2026-01-08T11:09,2026-01-08T19:09,8,17
N025-I05,124,c7387,5,REGULAR_36H,36,2026-01-08T11:35,2026-01-09T23:35,8,29
N025-I05,125,c7640,7,PRIORIZADO_4H,4,2026-01-08T14:24,2026-01-08T18:24,41,47
N050-I01,1,c4910,2,REGULAR_36H,36,2026-01-01T01:30,2026-01-02T13:30,56,30
N050-I01,2,c9599,6,PRIORIZADO_18H,18,2026-01-01T04:55,2026-01-01T22:55,21,29
N050-I01,3,c8771,9,PRIORIZADO_4H,4,2026-01-01T08:52,2026-01-01T12:52,61,21
N050-I01,4,c5581,2,PRIORIZADO_4H,4,2026-01-01T10:19,2026-01-01T14:19,24,11
N050-I01,5,c6975,10,REGULAR_36H,36,2026-01-01T10:19,2026-01-02T22:19,24,37
N050-I01,6,c1736,10,PRIORIZADO_8H,8,2026-01-01T13:00,2026-01-01T21:00,21,49
N050-I01,7,c2476,8,PRIORIZADO_18H,18,2026-01-01T15:00,2026-01-02T09:00,11,30
N050-I01,8,c4470,4,PRIORIZADO_8H,8,2026-01-01T16:25,2026-01-02T00:25,2,7
N050-I01,9,c7528,10,REGULAR_36H,36,2026-01-01T18:11,2026-01-03T06:11,32,28
N050-I01,10,c7945,8,REGULAR_36H,36,2026-01-01T19:53,2026-01-03T07:53,48,7
N050-I01,11,c1738,8,PRIORIZADO_12H,12,2026-01-01T21:48,2026-01-02T09:48,14,13
N050-I01,12,c5408,4,REGULAR_36H,36,2026-01-01T23:07,2026-01-03T11:07,9,41
N050-I01,13,c5634,7,PRIORIZADO_18H,18,2026-01-02T01:25,2026-01-02T19:25,7,3
N050-I01,14,c3747,6,REGULAR_36H,36,2026-01-02T05:10,2026-01-03T17:10,65,18
N050-I01,15,c0353,5,REGULAR_36H,36,2026-01-02T13:58,2026-01-04T01:58,41,0
N050-I01,16,c0487,10,REGULAR_36H,36,2026-01-02T14:01,2026-01-04T02:01,64,49
N050-I01,17,c2098,9,PRIORIZADO_12H,12,2026-01-02T14:38,2026-01-03T02:38,1,31
N050-I01,18,c3423,6,REGULAR_36H,36,2026-01-02T14:42,2026-01-04T02:42,10,50
N050-I01,19,c6423,7,PRIORIZADO_18H,18,2026-01-02T14:52,2026-01-03T08:52,37,14
N050-I01,20,c0090,8,PRIORIZADO_4H,4,2026-01-02T16:49,2026-01-02T20:49,1,28
N050-I01,21,c0693,6,PRIORIZADO_4H,4,2026-01-02T18:34,2026-01-02T22:34,0,14
N050-I01,22,c2727,7,REGULAR_36H,36,2026-01-02T21:43,2026-01-04T09:43,55,35
N050-I01,23,c0134,2,PRIORIZADO_4H,4,2026-01-02T22:03,2026-01-03T02:03,15,26
N050-I01,24,c9105,9,PRIORIZADO_18H,18,2026-01-02T23:38,2026-01-03T17:38,30,43
N050-I01,25,c5110,10,PRIORIZADO_18H,18,2026-01-03T01:13,2026-01-03T19:13,45,0
N050-I01,26,c1913,7,PRIORIZADO_12H,12,2026-01-03T04:20,2026-01-03T16:20,8,9
N050-I01,27,c2581,3,REGULAR_36H,36,2026-01-03T08:39,2026-01-04T20:39,60,16
N050-I01,28,c8428,3,PRIORIZADO_18H,18,2026-01-03T10:08,2026-01-04T04:08,3,28
N050-I01,29,c4300,7,REGULAR_36H,36,2026-01-03T10:56,2026-01-04T22:56,33,35
N050-I01,30,c0205,10,PRIORIZADO_12H,12,2026-01-03T10:57,2026-01-03T22:57,65,7
N050-I01,31,c2960,8,PRIORIZADO_12H,12,2026-01-03T11:03,2026-01-03T23:03,23,32
N050-I01,32,c0938,1,PRIORIZADO_8H,8,2026-01-03T13:54,2026-01-03T21:54,24,4
N050-I01,33,c9127,2,REGULAR_36H,36,2026-01-03T14:05,2026-01-05T02:05,45,0
N050-I01,34,c9592,6,PRIORIZADO_18H,18,2026-01-03T16:15,2026-01-04T10:15,9,20
N050-I01,35,c0003,1,PRIORIZADO_8H,8,2026-01-03T16:48,2026-01-04T00:48,2,45
N050-I01,36,c1036,8,PRIORIZADO_8H,8,2026-01-03T18:19,2026-01-04T02:19,60,20
N050-I01,37,c7884,3,PRIORIZADO_12H,12,2026-01-03T18:33,2026-01-04T06:33,10,34
N050-I01,38,c2699,3,REGULAR_36H,36,2026-01-03T19:04,2026-01-05T07:04,61,45
N050-I01,39,c1310,8,REGULAR_36H,36,2026-01-03T22:03,2026-01-05T10:03,59,24
N050-I01,40,c6762,4,REGULAR_36H,36,2026-01-03T22:17,2026-01-05T10:17,37,35
N050-I01,41,c2124,8,PRIORIZADO_18H,18,2026-01-04T01:19,2026-01-04T19:19,48,0
N050-I01,42,c1739,2,PRIORIZADO_18H,18,2026-01-04T01:59,2026-01-04T19:59,12,25
N050-I01,43,c5965,7,PRIORIZADO_4H,4,2026-01-04T02:21,2026-01-04T06:21,11,38
N050-I01,44,c8086,7,PRIORIZADO_4H,4,2026-01-04T04:31,2026-01-04T08:31,7,26
N050-I01,45,c4870,6,REGULAR_36H,36,2026-01-04T06:12,2026-01-05T18:12,56,23
N050-I01,46,c3759,9,REGULAR_36H,36,2026-01-04T06:35,2026-01-05T18:35,13,2
N050-I01,47,c5112,6,REGULAR_36H,36,2026-01-04T09:07,2026-01-05T21:07,28,50
N050-I01,48,c5642,3,REGULAR_36H,36,2026-01-04T10:11,2026-01-05T22:11,47,37
N050-I01,49,c4795,4,REGULAR_36H,36,2026-01-04T10:53,2026-01-05T22:53,70,15
N050-I01,50,c4627,3,REGULAR_36H,36,2026-01-04T11:58,2026-01-05T23:58,30,24
N050-I02,51,c0844,1,PRIORIZADO_8H,8,2026-01-04T13:36,2026-01-04T21:36,56,48
N050-I02,52,c6159,5,PRIORIZADO_4H,4,2026-01-04T15:40,2026-01-04T19:40,28,36
N050-I02,53,c9162,8,REGULAR_36H,36,2026-01-04T15:52,2026-01-06T03:52,67,42
N050-I02,54,c4107,3,PRIORIZADO_8H,8,2026-01-04T16:37,2026-01-05T00:37,24,11
N050-I02,55,c2843,4,REGULAR_36H,36,2026-01-04T17:54,2026-01-06T05:54,18,2
N050-I02,56,c8378,1,PRIORIZADO_18H,18,2026-01-04T19:46,2026-01-05T13:46,66,32
N050-I02,57,c1774,9,PRIORIZADO_12H,12,2026-01-04T21:54,2026-01-05T09:54,62,33
N050-I02,58,c0867,1,PRIORIZADO_8H,8,2026-01-05T00:27,2026-01-05T08:27,9,27
N050-I02,59,c1698,4,REGULAR_36H,36,2026-01-05T00:30,2026-01-06T12:30,34,46
N050-I02,60,c0458,7,REGULAR_36H,36,2026-01-05T03:02,2026-01-06T15:02,62,16
N050-I02,61,c0313,9,PRIORIZADO_18H,18,2026-01-05T04:11,2026-01-05T22:11,16,20
N050-I02,62,c0068,4,REGULAR_36H,36,2026-01-05T05:49,2026-01-06T17:49,12,49
N050-I02,63,c1864,1,PRIORIZADO_8H,8,2026-01-05T08:16,2026-01-05T16:16,41,43
N050-I02,64,c5855,5,PRIORIZADO_8H,8,2026-01-05T08:33,2026-01-05T16:33,24,4
N050-I02,65,c9315,10,PRIORIZADO_18H,18,2026-01-05T09:32,2026-01-06T03:32,63,29
N050-I02,66,c2976,4,REGULAR_36H,36,2026-01-05T10:42,2026-01-06T22:42,14,41
N050-I02,67,c7515,1,REGULAR_36H,36,2026-01-05T10:49,2026-01-06T22:49,66,2
N050-I02,68,c0736,2,REGULAR_36H,36,2026-01-05T15:22,2026-01-07T03:22,20,26
N050-I02,69,c6624,10,PRIORIZADO_12H,12,2026-01-05T15:50,2026-01-06T03:50,28,14
N050-I02,70,c1021,5,PRIORIZADO_18H,18,2026-01-05T16:59,2026-01-06T10:59,52,39
N050-I02,71,c1033,3,PRIORIZADO_4H,4,2026-01-05T19:04,2026-01-05T23:04,32,1
N050-I02,72,c9228,7,PRIORIZADO_18H,18,2026-01-05T19:11,2026-01-06T13:11,62,34
N050-I02,73,c8979,3,PRIORIZADO_8H,8,2026-01-05T20:16,2026-01-06T04:16,30,26
N050-I02,74,c7180,6,PRIORIZADO_8H,8,2026-01-05T20:45,2026-01-06T04:45,23,13
N050-I02,75,c5733,4,PRIORIZADO_4H,4,2026-01-05T20:58,2026-01-06T00:58,19,20
N050-I02,76,c2826,1,REGULAR_36H,36,2026-01-05T22:31,2026-01-07T10:31,51,32
N050-I02,77,c6544,1,PRIORIZADO_4H,4,2026-01-06T00:43,2026-01-06T04:43,44,22
N050-I02,78,c3542,5,PRIORIZADO_8H,8,2026-01-06T01:05,2026-01-06T09:05,70,19
N050-I02,79,c6955,4,REGULAR_36H,36,2026-01-06T02:33,2026-01-07T14:33,61,48
N050-I02,80,c1642,9,REGULAR_36H,36,2026-01-06T03:22,2026-01-07T15:22,63,19
N050-I02,81,c1207,1,REGULAR_36H,36,2026-01-06T04:30,2026-01-07T16:30,38,50
N050-I02,82,c9695,6,REGULAR_36H,36,2026-01-06T04:47,2026-01-07T16:47,55,50
N050-I02,83,c1192,3,REGULAR_36H,36,2026-01-06T07:29,2026-01-07T19:29,48,41
N050-I02,84,c5500,1,REGULAR_36H,36,2026-01-06T08:20,2026-01-07T20:20,50,36
N050-I02,85,c4980,6,PRIORIZADO_4H,4,2026-01-06T08:51,2026-01-06T12:51,3,8
N050-I02,86,c0255,9,PRIORIZADO_8H,8,2026-01-06T09:11,2026-01-06T17:11,56,14
N050-I02,87,c5863,3,PRIORIZADO_8H,8,2026-01-06T10:59,2026-01-06T18:59,45,11
N050-I02,88,c1799,2,REGULAR_36H,36,2026-01-06T12:36,2026-01-08T00:36,30,49
N050-I02,89,c1765,1,PRIORIZADO_4H,4,2026-01-06T12:45,2026-01-06T16:45,33,9
N050-I02,90,c1842,1,PRIORIZADO_8H,8,2026-01-06T14:24,2026-01-06T22:24,60,25
N050-I02,91,c0869,8,PRIORIZADO_4H,4,2026-01-06T14:37,2026-01-06T18:37,54,48
N050-I02,92,c0776,3,PRIORIZADO_8H,8,2026-01-06T15:50,2026-01-06T23:50,46,28
N050-I02,93,c4759,10,PRIORIZADO_8H,8,2026-01-06T16:32,2026-01-07T00:32,10,8
N050-I02,94,c3650,2,PRIORIZADO_4H,4,2026-01-06T17:59,2026-01-06T21:59,67,48
N050-I02,95,c1296,9,PRIORIZADO_8H,8,2026-01-06T19:44,2026-01-07T03:44,44,26
N050-I02,96,c8406,1,PRIORIZADO_12H,12,2026-01-06T21:11,2026-01-07T09:11,40,41
N050-I02,97,c8411,3,PRIORIZADO_8H,8,2026-01-06T22:37,2026-01-07T06:37,12,30
N050-I02,98,c5486,4,PRIORIZADO_12H,12,2026-01-07T00:50,2026-01-07T12:50,39,50
N050-I02,99,c6288,6,PRIORIZADO_8H,8,2026-01-07T01:00,2026-01-07T09:00,51,10
N050-I02,100,c5054,5,PRIORIZADO_8H,8,2026-01-07T02:37,2026-01-07T10:37,59,0
N050-I03,101,c0183,4,REGULAR_36H,36,2026-01-07T04:10,2026-01-08T16:10,8,41
N050-I03,102,c3955,3,PRIORIZADO_12H,12,2026-01-07T04:31,2026-01-07T16:31,10,49
N050-I03,103,c0507,6,REGULAR_36H,36,2026-01-07T07:53,2026-01-08T19:53,20,23
N050-I03,104,c1436,5,REGULAR_36H,36,2026-01-07T08:37,2026-01-08T20:37,41,11
N050-I03,105,c7989,2,REGULAR_36H,36,2026-01-07T09:20,2026-01-08T21:20,15,7
N050-I03,106,c8862,5,REGULAR_36H,36,2026-01-07T10:49,2026-01-08T22:49,47,37
N050-I03,107,c6632,4,REGULAR_36H,36,2026-01-07T11:31,2026-01-08T23:31,49,25
N050-I03,108,c0299,9,REGULAR_36H,36,2026-01-07T12:38,2026-01-09T00:38,61,22
N050-I03,109,c9752,2,PRIORIZADO_4H,4,2026-01-07T14:23,2026-01-07T18:23,28,7
N050-I03,110,c3004,10,PRIORIZADO_4H,4,2026-01-07T14:50,2026-01-07T18:50,47,27
N050-I03,111,c2586,8,PRIORIZADO_18H,18,2026-01-07T18:11,2026-01-08T12:11,10,24
N050-I03,112,c8825,9,REGULAR_36H,36,2026-01-07T19:42,2026-01-09T07:42,9,10
N050-I03,113,c5381,1,PRIORIZADO_4H,4,2026-01-07T20:09,2026-01-08T00:09,51,39
N050-I03,114,c1693,4,REGULAR_36H,36,2026-01-07T20:16,2026-01-09T08:16,41,14
N050-I03,115,c9678,3,PRIORIZADO_4H,4,2026-01-07T21:45,2026-01-08T01:45,14,9
N050-I03,116,c6777,1,REGULAR_36H,36,2026-01-07T23:05,2026-01-09T11:05,42,1
N050-I03,117,c0969,7,PRIORIZADO_8H,8,2026-01-08T01:54,2026-01-08T09:54,62,5
N050-I03,118,c4301,9,PRIORIZADO_4H,4,2026-01-08T05:31,2026-01-08T09:31,2,30
N050-I03,119,c6121,1,REGULAR_36H,36,2026-01-08T06:34,2026-01-09T18:34,47,0
N050-I03,120,c4786,8,REGULAR_36H,36,2026-01-08T07:02,2026-01-09T19:02,46,28
N050-I03,121,c3785,1,PRIORIZADO_8H,8,2026-01-08T09:20,2026-01-08T17:20,39,46
N050-I03,122,c4150,7,REGULAR_36H,36,2026-01-08T09:44,2026-01-09T21:44,8,42
N050-I03,123,c2369,6,PRIORIZADO_8H,8,2026-01-08T11:09,2026-01-08T19:09,8,17
N050-I03,124,c7387,5,REGULAR_36H,36,2026-01-08T11:35,2026-01-09T23:35,8,29
N050-I03,125,c7640,7,PRIORIZADO_4H,4,2026-01-08T14:24,2026-01-08T18:24,41,47
N050-I03,126,c6595,7,PRIORIZADO_8H,8,2026-01-08T16:09,2026-01-09T00:09,62,21
N050-I03,127,c3881,5,PRIORIZADO_18H,18,2026-01-08T16:10,2026-01-09T10:10,50,26
N050-I03,128,c6481,8,PRIORIZADO_8H,8,2026-01-08T17:36,2026-01-09T01:36,26,11
N050-I03,129,c2797,2,PRIORIZADO_8H,8,2026-01-08T17:48,2026-01-09T01:48,64,14
N050-I03,130,c6871,6,REGULAR_36H,36,2026-01-08T19:15,2026-01-10T07:15,17,2
N050-I03,131,c4801,5,REGULAR_36H,36,2026-01-08T19:36,2026-01-10T07:36,9,42
N050-I03,132,c6731,4,PRIORIZADO_8H,8,2026-01-08T22:20,2026-01-09T06:20,53,14
N050-I03,133,c3801,4,PRIORIZADO_12H,12,2026-01-08T22:38,2026-01-09T10:38,36,24
N050-I03,134,c0886,9,PRIORIZADO_12H,12,2026-01-09T00:07,2026-01-09T12:07,61,27
N050-I03,135,c1772,2,PRIORIZADO_18H,18,2026-01-09T00:27,2026-01-09T18:27,45,6
N050-I03,136,c7877,7,REGULAR_36H,36,2026-01-09T00:57,2026-01-10T12:57,21,5
N050-I03,137,c9726,7,PRIORIZADO_8H,8,2026-01-09T02:23,2026-01-09T10:23,66,20
N050-I03,138,c5066,3,PRIORIZADO_4H,4,2026-01-09T04:51,2026-01-09T08:51,50,2
