variante,algoritmo,tamanio,corridas,factibles_pct,metrica,media,mediana,desviacion_muestral,mejor,peor
BASE,GENETICO,50,150,100,tiempoAtencionHoras,1681.380922,1722.056667,109.354152,1515.943333,1942.265
BASE,GENETICO,50,150,100,noAsignados,0.366667,0,0.814439,0,3
BASE,GENETICO,50,150,100,costo,15531.56,15582,1007.810381,14012,17416
BASE,GENETICO,50,150,100,distanciaKm,2318.813333,2279,172.528468,2086,2698
BASE,GENETICO,50,150,100,utilizacionPct,63.620915,64.460784,5.191426,74.019608,54.166667
BASE,RECOCIDO_SIMULADO,50,150,100,objetivo,88087.875322,83866.193333,9480.772441,79959.465,106671.755
BASE,RECOCIDO_SIMULADO,50,150,100,tiempoMs,51.830835,51.7929,1.30927,48.0684,55.1529
BASE,RECOCIDO_SIMULADO,50,150,100,evaluaciones,4866.333333,4861,105.03222,4581,5101
BASE,RECOCIDO_SIMULADO,50,150,100,cumplimientoPct,28.106667,28,1.791654,32,24
BASE,RECOCIDO_SIMULADO,50,150,100,cumplimientoPrioritariosPct,12.862578,12.903226,3.551766,17.647059,7.142857
BASE,RECOCIDO_SIMULADO,50,150,100,retrasoHoras,863.779256,823.450833,93.590857,783.49,1047.276667
BASE,RECOCIDO_SIMULADO,50,150,100,tiempoAtencionHoras,1709.949767,1723.314167,142.806691,1518.03,1957.253333
BASE,RECOCIDO_SIMULADO,50,150,100,noAsignados,0,0,0,0,0
BASE,RECOCIDO_SIMULADO,50,150,100,costo,16550.693333,16459,1216.852381,14324,19980
BASE,RECOCIDO_SIMULADO,50,150,100,distanciaKm,2477.173333,2476,204.216517,2112,3056
BASE,RECOCIDO_SIMULADO,50,150,100,utilizacionPct,64.509804,64.460784,6.328107,74.019608,54.166667
BASE,GENETICO,100,150,100,objetivo,307278.158644,330064.738333,57518.158126,197412.563333,379694.101667
BASE,GENETICO,100,150,100,tiempoMs,854.57331,827.829851,129.963215,638.1583,1400.429501
BASE,GENETICO,100,150,100,evaluaciones,9060,9060,0,9060,9060
BASE,GENETICO,100,150,100,cumplimientoPct,14.966667,14,3.242786,22,10
BASE,GENETICO,100,150,100,cumplimientoPrioritariosPct,5.592328,6.451613,2.860171,10.714286,0
BASE,GENETICO,100,150,100,retrasoHoras,2798.458933,3040.414167,558.14278,1731.398333,3519.755
BASE,GENETICO,100,150,100,tiempoAtencionHoras,4252.265311,4525.78,598.542864,3190.291667,5158.61
BASE,GENETICO,100,150,100,noAsignados,23.18,23,2.949394,17,29
BASE,GENETICO,100,150,100,costo,21272.973333,21057,1583.213447,18484,24810
BASE,GENETICO,100,150,100,distanciaKm,3403.173333,3365,251.396549,2940,4030
BASE,GENETICO,100,150,100,utilizacionPct,88.47549,88.72549,2.192494,94.607843,82.352941
BASE,RECOCIDO_SIMULADO,100,150,100,objetivo,435194.237678,483703.861667,82816.435302,282832.476667,501568.36
BASE,RECOCIDO_SIMULADO,100,150,100,tiempoMs,172.871032,169.1256,16.993299,142.947301,209.8095
BASE,RECOCIDO_SIMULADO,100,150,100,evaluaciones,4746.333333,4741,153.188337,4301,5101
BASE,RECOCIDO_SIMULADO,100,150,100,cumplimientoPct,8.486667,7,3.203892,16,5
BASE,RECOCIDO_SIMULADO,100,150,100,cumplimientoPrioritariosPct,2.864072,3.125,2.334544,7.142857,0
BASE,RECOCIDO_SIMULADO,100,150,100,retrasoHoras,4111.3914,4604.400833,813.635021,2644.708333,4792.831667
BASE,RECOCIDO_SIMULADO,100,150,100,tiempoAtencionHoras,5681.764344,6145.790833,831.649957,4324.18,6517.193333
BASE,RECOCIDO_SIMULADO,100,150,100,noAsignados,18.373333,17,3.607499,14,24
BASE,RECOCIDO_SIMULADO,100,150,100,costo,21688.986667,21213,1814.98104,18386,25080
BASE,RECOCIDO_SIMULADO,100,150,100,distanciaKm,3521.36,3425,295.787546,2982,4072
BASE,RECOCIDO_SIMULADO,100,150,100,utilizacionPct,96.379085,96.20098,1.442114,99.019608,94.117647
