variante,escenario,tamanio,instancia,repeticion,semilla,algoritmo,tiempo_ms,evaluaciones,F,T_horas,R_horas,N,V,factible,verificada,cumplimiento_pct,cumplimiento_prioritarios_pct,costo,distancia_km,utilizacion_pct,temperatura_inicial
BASE,N025-I01,25,1,8,50,GENETICO,198.1871,9060,22639.971667,606.138333,220.338333,0,0,true,true,48,26.666667,10432,1460,42.401961,
BASE,N025-I01,25,1,8,50,RECOCIDO_SIMULADO,30.004101,4501,22583.665,609.998333,219.736667,0,0,true,true,52,33.333333,11088,1514,42.401961,270.576052
BASE,N025-I01,25,1,9,51,RECOCIDO_SIMULADO,29.4357,4421,22569.316667,611.483333,219.578333,0,0,true,true,48,26.666667,10164,1378,42.401961,247.06906
BASE,N025-I01,25,1,9,51,GENETICO,148.1797,9060,22571.01,605.843333,219.651667,0,0,true,true,44,20,10276,1434,42.401961,
BASE,N025-I01,25,1,10,52,GENETICO,173.9146,9060,22576.161667,604.828333,219.713333,0,0,true,true,48,26.666667,10616,1476,42.401961,
BASE,N025-I01,25,1,10,52,RECOCIDO_SIMULADO,29.775801,4501,22585.116667,610.783333,219.743333,0,0,true,true,48,26.666667,10688,1504,42.401961,277.318243
BASE,N025-I01,25,1,11,53,RECOCIDO_SIMULADO,30.6129,4461,22558.081667,612.248333,219.458333,0,0,true,true,48,26.666667,10592,1412,42.401961,255.90468
BASE,N025-I01,25,1,11,53,GENETICO,125.511999,9060,22591.055,606.388333,219.846667,0,0,true,true,44,20,10208,1432,42.401961,
BASE,N025-I01,25,1,12,54,GENETICO,130.520199,9060,22569.786667,604.453333,219.653333,0,0,true,true,48,26.666667,10692,1508,42.401961,
BASE,N025-I01,25,1,12,54,RECOCIDO_SIMULADO,31.383201,4461,22604.451667,610.618333,219.938333,0,0,true,true,48,26.666667,10816,1484,42.401961,263.983968
BASE,N025-I01,25,1,13,55,RECOCIDO_SIMULADO,28.390699,4341,22577.596667,610.763333,219.668333,0,0,true,true,48,26.666667,10108,1362,42.401961,224.218935
BASE,N025-I01,25,1,13,55,GENETICO,292.5643,9060,22571.301667,604.468333,219.668333,0,0,true,true,48,26.666667,10688,1508,42.401961,
BASE,N025-I01,25,1,14,56,GENETICO,265.0606,9060,22555.586667,605.253333,219.503333,0,0,true,true,48,26.666667,10732,1508,42.401961,
BASE,N025-I01,25,1,14,56,RECOCIDO_SIMULADO,29.1744,4421,22551.631667,611.798333,219.398333,0,0,true,true,48,26.666667,10264,1376,42.401961,253.895667
BASE,N025-I01,25,1,15,57,RECOCIDO_SIMULADO,28.3458,4341,22618.846667,610.013333,220.088333,0,0,true,true,48,26.666667,10580,1456,42.401961,227.823707
BASE,N025-I01,25,1,15,57,GENETICO,210.6582,9060,22590.105,605.438333,219.846667,0,0,true,true,44,20,10208,1432,42.401961,
BASE,N025-I01,25,1,16,58,GENETICO,177.3758,9060,22544.831667,604.998333,219.398333,0,0,true,true,48,26.666667,10504,1476,42.401961,
BASE,N025-I01,25,1,16,58,RECOCIDO_SIMULADO,29.883701,4541,22539.406667,608.573333,219.308333,0,0,true,true,48,26.666667,11140,1528,42.401961,288.141004
BASE,N025-I01,25,1,17,59,RECOCIDO_SIMULADO,29.281499,4421,22603.21,620.543333,219.826667,0,0,true,true,52,33.333333,10868,1428,42.401961,248.495483
BASE,N025-I01,25,1,17,59,GENETICO,165.203501,9060,22651.891667,606.058333,220.458333,0,0,true,true,48,26.666667,10480,1470,42.401961,
BASE,N025-I01,25,1,18,60,GENETICO,174.1737,9060,22581.265,605.598333,219.756667,0,0,true,true,44,20,10232,1432,42.401961,
BASE,N025-I01,25,1,18,60,RECOCIDO_SIMULADO,29.8984,4461,22558.656667,608.323333,219.503333,0,0,true,true,48,26.666667,10964,1516,42.401961,264.893171
BASE,N025-I01,25,1,19,61,RECOCIDO_SIMULADO,28.984,4421,22567.341667,611.008333,219.563333,0,0,true,true,48,26.666667,10664,1458,42.401961,250.094095
BASE,N025-I01,25,1,19,61,GENETICO,287.1194,9060,22544.381667,604.548333,219.398333,0,0,true,true,48,26.666667,10600,1488,42.401961,
BASE,N025-I01,25,1,20,62,GENETICO,270.7525,9060,22535.991667,605.158333,219.308333,0,0,true,true,48,26.666667,10528,1476,42.401961,
BASE,N025-I01,25,1,20,62,RECOCIDO_SIMULADO,29.795299,4461,22575.391667,608.558333,219.668333,0,0,true,true,48,26.666667,9944,1368,42.401961,256.508145
BASE,N025-I01,25,1,21,63,RECOCIDO_SIMULADO,28.8109,4421,22633.276667,610.943333,220.223333,0,0,true,true,48,26.666667,9790,1362,42.401961,252.116905
BASE,N025-I01,25,1,21,63,GENETICO,281.4483,9060,22535.991667,605.158333,219.308333,0,0,true,true,48,26.666667,10528,1476,42.401961,
BASE,N025-I01,25,1,22,64,GENETICO,124.9011,9060,22590.355,605.688333,219.846667,0,0,true,true,44,20,10384,1454,42.401961,
BASE,N025-I01,25,1,22,64,RECOCIDO_SIMULADO,29.8347,4541,22596.081667,609.748333,219.863333,0,0,true,true,48,26.666667,10576,1460,42.401961,295.767732
BASE,N025-I01,25,1,23,65,RECOCIDO_SIMULADO,30.2721,4581,22618.156667,610.823333,220.073333,0,0,true,true,48,26.666667,11580,1598,42.401961,302.383303
BASE,N025-I01,25,1,23,65,GENETICO,191.019,9060,22651.891667,606.058333,220.458333,0,0,true,true,48,26.666667,10480,1470,42.401961,
BASE,N025-I01,25,1,24,66,GENETICO,255.953401,9060,22590.355,605.688333,219.846667,0,0,true,true,44,20,10384,1454,42.401961,
BASE,N025-I01,25,1,24,66,RECOCIDO_SIMULADO,32.1913,4461,22582.031667,609.198333,219.728333,0,0,true,true,48,26.666667,10280,1408,42.401961,265.749033
BASE,N025-I01,25,1,25,67,RECOCIDO_SIMULADO,30.460899,4461,22554.886667,607.553333,219.473333,0,0,true,true,48,26.666667,10428,1420,42.401961,259.579614
BASE,N025-I01,25,1,25,67,GENETICO,198.365401,9060,22544.381667,604.548333,219.398333,0,0,true,true,48,26.666667,10600,1488,42.401961,
BASE,N025-I01,25,1,26,68,GENETICO,201.8646,9060,22535.841667,605.008333,219.308333,0,0,true,true,48,26.666667,10624,1488,42.401961,
BASE,N025-I01,25,1,26,68,RECOCIDO_SIMULADO,30.1929,4501,22608.061667,618.728333,219.893333,0,0,true,true,48,26.666667,9850,1364,42.401961,278.397369
BASE,N025-I01,25,1,27,69,RECOCIDO_SIMULADO,29.0233,4461,22556.226667,608.893333,219.473333,0,0,true,true,48,26.666667,10284,1388,42.401961,264.522949
BASE,N025-I01,25,1,27,69,GENETICO,197.1033,9060,22570.31,605.143333,219.651667,0,0,true,true,44,20,10068,1408,42.401961,
BASE,N025-I01,25,1,28,70,GENETICO,237.807101,9060,22590.805,606.138333,219.846667,0,0,true,true,44,20,10448,1462,42.401961,
BASE,N025-I01,25,1,28,70,RECOCIDO_SIMULADO,30.920001,4581,22575.916667,607.583333,219.683333,0,0,true,true,48,26.666667,11644,1628,42.401961,297.784718
BASE,N025-I01,25,1,29,71,RECOCIDO_SIMULADO,29.2825,4461,22570.056667,607.723333,219.623333,0,0,true,true,48,26.666667,10772,1512,42.401961,256.219892
BASE,N025-I01,25,1,29,71,GENETICO,323.3112,9060,22575.546667,604.213333,219.713333,0,0,true,true,48,26.666667,10948,1542,42.401961,
BASE,N025-I02,25,2,0,42,GENETICO,123.1826,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,0,42,RECOCIDO_SIMULADO,29.776401,4301,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,208.173216
BASE,N025-I02,25,2,1,43,RECOCIDO_SIMULADO,28.3983,4301,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,217.079958
BASE,N025-I02,25,2,1,43,GENETICO,127.4819,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,2,44,GENETICO,120.822,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,2,44,RECOCIDO_SIMULADO,28.754899,4181,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,177.915806
BASE,N025-I02,25,2,3,45,RECOCIDO_SIMULADO,26.957599,4061,11833.393333,440.56,113.928333,0,0,true,true,56,15.384615,11174,1560,31.617647,158.665844
BASE,N025-I02,25,2,3,45,GENETICO,136.964501,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,4,46,GENETICO,125.920399,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,4,46,RECOCIDO_SIMULADO,30.0114,4261,11838.09,445.256667,113.928333,0,0,true,true,56,15.384615,11498,1656,31.617647,197.891493
BASE,N025-I02,25,2,5,47,RECOCIDO_SIMULADO,29.4825,4341,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,223.851387
BASE,N025-I02,25,2,5,47,GENETICO,123.5664,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,6,48,GENETICO,123.038601,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,6,48,RECOCIDO_SIMULADO,27.9646,4061,11836.526667,443.693333,113.928333,0,0,true,true,56,15.384615,10730,1582,31.617647,152.632083
BASE,N025-I02,25,2,7,49,RECOCIDO_SIMULADO,26.892701,4061,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,155.172926
BASE,N025-I02,25,2,7,49,GENETICO,134.7793,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,8,50,GENETICO,126.271801,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,8,50,RECOCIDO_SIMULADO,30.086,4341,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,224.231177
BASE,N025-I02,25,2,9,51,RECOCIDO_SIMULADO,28.0501,4301,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,208.591285
BASE,N025-I02,25,2,9,51,GENETICO,129.5252,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,10,52,GENETICO,157.4831,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,10,52,RECOCIDO_SIMULADO,30.0314,4381,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,241.140038
BASE,N025-I02,25,2,11,53,RECOCIDO_SIMULADO,28.4996,4261,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,203.540001
BASE,N025-I02,25,2,11,53,GENETICO,119.7881,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,12,54,GENETICO,169.1797,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,12,54,RECOCIDO_SIMULADO,28.8959,4381,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,235.728053
BASE,N025-I02,25,2,13,55,RECOCIDO_SIMULADO,29.4648,4341,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,224.90306
BASE,N025-I02,25,2,13,55,GENETICO,129.4243,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,14,56,GENETICO,163.486601,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,14,56,RECOCIDO_SIMULADO,28.780499,4221,11834.506667,441.673333,113.928333,0,0,true,true,56,15.384615,11452,1652,31.617647,195.2042
BASE,N025-I02,25,2,15,57,RECOCIDO_SIMULADO,31.1844,4341,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,228.545875
BASE,N025-I02,25,2,15,57,GENETICO,122.8593,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,16,58,GENETICO,172.2785,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,16,58,RECOCIDO_SIMULADO,27.3201,4101,11829.493333,436.66,113.928333,0,0,true,true,56,15.384615,10966,1576,31.617647,164.800903
BASE,N025-I02,25,2,17,59,RECOCIDO_SIMULADO,29.3567,4181,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,178.165759
BASE,N025-I02,25,2,17,59,GENETICO,123.736599,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,18,60,GENETICO,132.4374,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,18,60,RECOCIDO_SIMULADO,29.241201,4421,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,248.958177
BASE,N025-I02,25,2,19,61,RECOCIDO_SIMULADO,28.926699,4301,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,212.113737
BASE,N025-I02,25,2,19,61,GENETICO,125.2128,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,20,62,GENETICO,122.779401,9060,11824.615,431.781667,113.928333,0,0,true,true,56,15.384615,11596,1690,31.617647,
BASE,N025-I02,25,2,20,62,RECOCIDO_SIMULADO,29.1203,4381,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,233.107551
BASE,N025-I02,25,2,21,63,RECOCIDO_SIMULADO,29.3005,4261,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,197.9206
BASE,N025-I02,25,2,21,63,GENETICO,121.1991,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,22,64,GENETICO,139.784399,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,22,64,RECOCIDO_SIMULADO,28.8231,4221,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,192.162087
BASE,N025-I02,25,2,23,65,RECOCIDO_SIMULADO,27.872299,4141,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,175.586569
BASE,N025-I02,25,2,23,65,GENETICO,141.331501,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,24,66,GENETICO,223.8087,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,24,66,RECOCIDO_SIMULADO,27.9074,4141,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,171.530678
BASE,N025-I02,25,2,25,67,RECOCIDO_SIMULADO,29.0254,4341,11831.96,439.126667,113.928333,0,0,true,true,56,15.384615,10650,1522,31.617647,226.854563
BASE,N025-I02,25,2,25,67,GENETICO,137.1832,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,26,68,GENETICO,207.7299,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,26,68,RECOCIDO_SIMULADO,28.4847,4181,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,183.771862
BASE,N025-I02,25,2,27,69,RECOCIDO_SIMULADO,28.985,4301,11834.188333,441.355,113.928333,0,0,true,true,56,15.384615,11066,1590,31.617647,210.227997
BASE,N025-I02,25,2,27,69,GENETICO,136.1948,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,28,70,GENETICO,204.7392,9060,11838,431.666667,114.063333,0,0,true,true,56,15.384615,11656,1702,31.617647,
BASE,N025-I02,25,2,28,70,RECOCIDO_SIMULADO,28.9781,4221,11835.33,442.496667,113.928333,0,0,true,true,56,15.384615,10976,1508,31.617647,192.209589
BASE,N025-I02,25,2,29,71,RECOCIDO_SIMULADO,26.918099,4061,11833.175,440.341667,113.928333,0,0,true,true,56,15.384615,10868,1496,31.617647,156.329248
BASE,N025-I02,25,2,29,71,GENETICO,123.208499,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I03,25,3,0,42,GENETICO,118.662799,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,0,42,RECOCIDO_SIMULADO,29.8829,4381,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,233.151164
BASE,N025-I03,25,3,1,43,RECOCIDO_SIMULADO,27.2849,4101,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,160.80591
BASE,N025-I03,25,3,1,43,GENETICO,211.458801,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,11432,1636,28.676471,
BASE,N025-I03,25,3,2,44,GENETICO,489.243301,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,2,44,RECOCIDO_SIMULADO,27.7427,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,186.827859
BASE,N025-I03,25,3,3,45,RECOCIDO_SIMULADO,27.6302,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,186.578676
BASE,N025-I03,25,3,3,45,GENETICO,345.755801,9060,12032.235,415.568333,116.166667,0,0,true,true,68,52.941176,10832,1536,28.676471,
BASE,N025-I03,25,3,4,46,GENETICO,133.310499,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,4,46,RECOCIDO_SIMULADO,27.4386,4021,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,151.920014
BASE,N025-I03,25,3,5,47,RECOCIDO_SIMULADO,29.013301,4381,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,241.584082
BASE,N025-I03,25,3,5,47,GENETICO,301.7857,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,10936,1574,28.676471,
BASE,N025-I03,25,3,6,48,GENETICO,121.613,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,6,48,RECOCIDO_SIMULADO,29.5703,4301,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,213.072462
BASE,N025-I03,25,3,7,49,RECOCIDO_SIMULADO,27.9803,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,185.280178
BASE,N025-I03,25,3,7,49,GENETICO,464.8527,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,11432,1636,28.676471,
BASE,N025-I03,25,3,8,50,GENETICO,216.2939,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10852,1536,28.676471,
BASE,N025-I03,25,3,8,50,RECOCIDO_SIMULADO,26.0734,4021,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,151.938361
BASE,N025-I03,25,3,9,51,RECOCIDO_SIMULADO,29.3191,4261,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,205.645468
BASE,N025-I03,25,3,9,51,GENETICO,120.6452,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,10,52,GENETICO,238.7212,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,11432,1636,28.676471,
BASE,N025-I03,25,3,10,52,RECOCIDO_SIMULADO,28.645799,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,179.513427
BASE,N025-I03,25,3,11,53,RECOCIDO_SIMULADO,28.8381,4381,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,241.491939
BASE,N025-I03,25,3,11,53,GENETICO,211.8636,9060,12031.985,415.318333,116.166667,0,0,true,true,68,52.941176,11000,1582,28.676471,
BASE,N025-I03,25,3,12,54,GENETICO,411.5432,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,10984,1580,28.676471,
BASE,N025-I03,25,3,12,54,RECOCIDO_SIMULADO,29.534501,4301,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,211.259999
BASE,N025-I03,25,3,13,55,RECOCIDO_SIMULADO,29.725499,4501,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,269.280247
BASE,N025-I03,25,3,13,55,GENETICO,328.587601,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10852,1536,28.676471,
BASE,N025-I03,25,3,14,56,GENETICO,123.0282,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,14,56,RECOCIDO_SIMULADO,28.7933,4221,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,191.473286
BASE,N025-I03,25,3,15,57,RECOCIDO_SIMULADO,28.150201,4261,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,203.867255
BASE,N025-I03,25,3,15,57,GENETICO,248.5676,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10852,1536,28.676471,
BASE,N025-I03,25,3,16,58,GENETICO,262.1962,9060,12032.235,415.568333,116.166667,0,0,true,true,68,52.941176,10832,1536,28.676471,
BASE,N025-I03,25,3,16,58,RECOCIDO_SIMULADO,27.512701,4101,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,167.84609
BASE,N025-I03,25,3,17,59,RECOCIDO_SIMULADO,29.453701,4301,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,208.694357
BASE,N025-I03,25,3,17,59,GENETICO,262.000001,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,18,60,GENETICO,517.3124,9060,12031.485,414.818333,116.166667,0,0,true,true,68,52.941176,11416,1634,28.676471,
BASE,N025-I03,25,3,18,60,RECOCIDO_SIMULADO,29.3438,4341,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,229.346791
BASE,N025-I03,25,3,19,61,RECOCIDO_SIMULADO,27.3248,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,186.006019
BASE,N025-I03,25,3,19,61,GENETICO,418.4594,9060,12032.4,415.733333,116.166667,0,0,true,true,68,52.941176,10788,1536,28.676471,
BASE,N025-I03,25,3,20,62,GENETICO,423.144,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,11432,1636,28.676471,
BASE,N025-I03,25,3,20,62,RECOCIDO_SIMULADO,28.022799,4301,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,213.473978
BASE,N025-I03,25,3,21,63,RECOCIDO_SIMULADO,27.575999,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,185.058774
BASE,N025-I03,25,3,21,63,GENETICO,235.8842,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10852,1536,28.676471,
BASE,N025-I03,25,3,22,64,GENETICO,136.1943,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,22,64,RECOCIDO_SIMULADO,30.214501,4341,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,228.542809
BASE,N025-I03,25,3,23,65,RECOCIDO_SIMULADO,28.5004,4301,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,210.078364
BASE,N025-I03,25,3,23,65,GENETICO,125.4958,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,24,66,GENETICO,245.897099,9060,12032.67,416.003333,116.166667,0,0,true,true,68,52.941176,10716,1536,28.676471,
BASE,N025-I03,25,3,24,66,RECOCIDO_SIMULADO,27.4779,4141,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,174.644889
