escenario,id_pedido,cliente,cantidad_qq,prioridad,horas_limite,llegada,fecha_limite,x,y
SIMULACION_CINCO_DIAS-NORMAL-N01,203,c4592,9,PRIORIZADO_4H,4,2026-09-02T04:06,2026-09-02T08:06,11,8
SIMULACION_CINCO_DIAS-NORMAL-N01,204,c3884,8,PRIORIZADO_4H,4,2026-09-02T04:06,2026-09-02T08:06,60,12
SIMULACION_CINCO_DIAS-NORMAL-N01,205,c6978,8,PRIORIZADO_8H,8,2026-09-02T04:14,2026-09-02T12:14,46,33
SIMULACION_CINCO_DIAS-NORMAL-N01,206,c2142,8,PRIORIZADO_4H,4,2026-09-02T04:25,2026-09-02T08:25,1,33
SIMULACION_CINCO_DIAS-NORMAL-N01,207,c3448,8,PRIORIZADO_8H,8,2026-09-02T04:38,2026-09-02T12:38,9,43
SIMULACION_CINCO_DIAS-NORMAL-N01,208,c9370,9,REGULAR_36H,36,2026-09-02T05:16,2026-09-03T17:16,55,13
SIMULACION_CINCO_DIAS-NORMAL-N01,209,c1121,1,PRIORIZADO_12H,12,2026-09-02T05:18,2026-09-02T17:18,43,44
SIMULACION_CINCO_DIAS-NORMAL-N01,210,c6698,6,REGULAR_36H,36,2026-09-02T05:19,2026-09-03T17:19,55,23
SIMULACION_CINCO_DIAS-NORMAL-N01,211,c1641,8,REGULAR_36H,36,2026-09-02T05:33,2026-09-03T17:33,70,46
SIMULACION_CINCO_DIAS-NORMAL-N01,212,c3924,9,PRIORIZADO_12H,12,2026-09-02T05:52,2026-09-02T17:52,45,26
SIMULACION_CINCO_DIAS-NORMAL-N01,318,c8462,10,REGULAR_36H,36,2026-09-03T00:16,2026-09-04T12:16,10,27
SIMULACION_CINCO_DIAS-NORMAL-N01,319,c0193,9,REGULAR_36H,36,2026-09-03T00:37,2026-09-04T12:37,12,43
SIMULACION_CINCO_DIAS-NORMAL-N01,320,c9118,4,PRIORIZADO_12H,12,2026-09-03T00:51,2026-09-03T12:51,33,38
SIMULACION_CINCO_DIAS-NORMAL-N01,321,c0087,7,PRIORIZADO_4H,4,2026-09-03T01:12,2026-09-03T05:12,39,12
SIMULACION_CINCO_DIAS-NORMAL-N01,322,c9649,4,REGULAR_36H,36,2026-09-03T01:16,2026-09-04T13:16,10,12
SIMULACION_CINCO_DIAS-NORMAL-N01,323,c6705,10,PRIORIZADO_8H,8,2026-09-03T01:25,2026-09-03T09:25,16,50
SIMULACION_CINCO_DIAS-NORMAL-N01,324,c8175,9,REGULAR_36H,36,2026-09-03T01:32,2026-09-04T13:32,17,0
SIMULACION_CINCO_DIAS-NORMAL-N01,325,c1391,10,REGULAR_36H,36,2026-09-03T01:34,2026-09-04T13:34,26,41
SIMULACION_CINCO_DIAS-NORMAL-N01,326,c1566,5,PRIORIZADO_4H,4,2026-09-03T01:51,2026-09-03T05:51,35,25
SIMULACION_CINCO_DIAS-NORMAL-N01,327,c0419,6,REGULAR_36H,36,2026-09-03T02:16,2026-09-04T14:16,18,20
SIMULACION_CINCO_DIAS-NORMAL-N01,328,c7295,1,REGULAR_36H,36,2026-09-03T02:30,2026-09-04T14:30,6,33
SIMULACION_CINCO_DIAS-NORMAL-N01,329,c9681,5,PRIORIZADO_12H,12,2026-09-03T02:31,2026-09-03T14:31,66,48
SIMULACION_CINCO_DIAS-NORMAL-N01,330,c6368,8,PRIORIZADO_8H,8,2026-09-03T02:45,2026-09-03T10:45,32,28
SIMULACION_CINCO_DIAS-NORMAL-N01,331,c3792,8,PRIORIZADO_12H,12,2026-09-03T03:14,2026-09-03T15:14,11,15
SIMULACION_CINCO_DIAS-NORMAL-N01,332,c4737,5,REGULAR_36H,36,2026-09-03T03:14,2026-09-04T15:14,45,33
SIMULACION_CINCO_DIAS-NORMAL-N01,333,c6084,2,REGULAR_36H,36,2026-09-03T03:17,2026-09-04T15:17,44,10
SIMULACION_CINCO_DIAS-NORMAL-N01,334,c4358,10,REGULAR_36H,36,2026-09-03T03:30,2026-09-04T15:30,40,8
SIMULACION_CINCO_DIAS-NORMAL-N01,335,c4084,9,PRIORIZADO_12H,12,2026-09-03T04:05,2026-09-03T16:05,23,33
SIMULACION_CINCO_DIAS-NORMAL-N01,336,c3386,1,PRIORIZADO_8H,8,2026-09-03T04:10,2026-09-03T12:10,47,26
SIMULACION_CINCO_DIAS-NORMAL-N01,337,c4472,9,PRIORIZADO_18H,18,2026-09-03T04:13,2026-09-03T22:13,48,28
SIMULACION_CINCO_DIAS-NORMAL-N01,338,c2245,7,PRIORIZADO_18H,18,2026-09-03T04:15,2026-09-03T22:15,65,24
SIMULACION_CINCO_DIAS-NORMAL-N01,339,c8099,2,PRIORIZADO_12H,12,2026-09-03T04:38,2026-09-03T16:38,63,50
SIMULACION_CINCO_DIAS-NORMAL-N01,340,c0122,9,PRIORIZADO_18H,18,2026-09-03T04:39,2026-09-03T22:39,42,7
SIMULACION_CINCO_DIAS-NORMAL-N01,341,c4687,8,REGULAR_36H,36,2026-09-03T04:41,2026-09-04T16:41,44,19
SIMULACION_CINCO_DIAS-NORMAL-N01,342,c7966,4,PRIORIZADO_18H,18,2026-09-03T04:43,2026-09-03T22:43,15,20
SIMULACION_CINCO_DIAS-NORMAL-N01,485,c2912,1,PRIORIZADO_12H,12,2026-09-04T00:01,2026-09-04T12:01,57,34
SIMULACION_CINCO_DIAS-NORMAL-N01,486,c7334,1,PRIORIZADO_8H,8,2026-09-04T00:22,2026-09-04T08:22,19,35
SIMULACION_CINCO_DIAS-NORMAL-N01,487,c8255,10,REGULAR_36H,36,2026-09-04T00:27,2026-09-05T12:27,46,21
SIMULACION_CINCO_DIAS-NORMAL-N01,488,c5741,9,REGULAR_36H,36,2026-09-04T00:31,2026-09-05T12:31,40,29
SIMULACION_CINCO_DIAS-NORMAL-N01,489,c3232,9,PRIORIZADO_4H,4,2026-09-04T00:44,2026-09-04T04:44,11,37
SIMULACION_CINCO_DIAS-NORMAL-N01,490,c1269,6,PRIORIZADO_4H,4,2026-09-04T00:45,2026-09-04T04:45,35,28
