variante,escenario,algoritmo,repeticion,vehiculo,almacen_origen,orden,id_pedido
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TA10,ALM-CENTRAL,1,16
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM01,ALM-CENTRAL,1,18
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM02,ALM-CENTRAL,1,24
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM03,ALM-CENTRAL,1,4
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM04,ALM-CENTRAL,1,5
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM05,ALM-CENTRAL,1,12
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM06,ALM-CENTRAL,1,13
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM07,ALM-CENTRAL,1,20
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM08,ALM-CENTRAL,1,1
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM09,ALM-CENTRAL,1,3
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM10,ALM-CENTRAL,1,7
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM11,ALM-CENTRAL,1,10
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM12,ALM-CENTRAL,1,14
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM13,ALM-CENTRAL,1,15
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM14,ALM-CENTRAL,1,21
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,1,TM15,ALM-CENTRAL,1,25
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TA02,ALM-CENTRAL,1,4
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TA03,ALM-CENTRAL,1,9
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TA03,ALM-CENTRAL,2,15
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TA04,ALM-CENTRAL,1,20
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TA05,ALM-CENTRAL,1,8
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TA06,ALM-CENTRAL,1,22
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TA07,ALM-CENTRAL,1,17
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TA08,ALM-CENTRAL,1,6
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TA09,ALM-CENTRAL,1,14
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TA10,ALM-CENTRAL,1,18
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM01,ALM-CENTRAL,1,13
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM02,ALM-CENTRAL,1,1
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM03,ALM-CENTRAL,1,16
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM04,ALM-CENTRAL,1,11
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM05,ALM-CENTRAL,1,21
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM06,ALM-CENTRAL,1,25
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM07,ALM-CENTRAL,1,3
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM08,ALM-CENTRAL,1,10
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM09,ALM-CENTRAL,1,2
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM10,ALM-CENTRAL,1,23
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM11,ALM-CENTRAL,1,12
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM12,ALM-CENTRAL,1,19
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM13,ALM-CENTRAL,1,24
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM14,ALM-CENTRAL,1,5
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,1,TM15,ALM-CENTRAL,1,7
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TA02,ALM-CENTRAL,1,4
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TA03,ALM-CENTRAL,1,8
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TA04,ALM-CENTRAL,1,18
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TA05,ALM-CENTRAL,1,22
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TA06,ALM-CENTRAL,1,15
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TA07,ALM-CENTRAL,1,14
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TA08,ALM-CENTRAL,1,23
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TA08,ALM-CENTRAL,2,17
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TA09,ALM-CENTRAL,1,6
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TA10,ALM-CENTRAL,1,20
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM01,ALM-CENTRAL,1,16
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM02,ALM-CENTRAL,1,1
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM03,ALM-CENTRAL,1,5
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM04,ALM-CENTRAL,1,12
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM05,ALM-CENTRAL,1,11
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM06,ALM-CENTRAL,1,2
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM07,ALM-CENTRAL,1,19
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM08,ALM-CENTRAL,1,3
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM09,ALM-CENTRAL,1,10
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM10,ALM-CENTRAL,1,9
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM11,ALM-CENTRAL,1,21
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM12,ALM-CENTRAL,1,24
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM13,ALM-CENTRAL,1,7
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM14,ALM-CENTRAL,1,25
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,2,TM15,ALM-CENTRAL,1,13
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TA02,ALM-CENTRAL,1,6
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TA03,ALM-CENTRAL,1,9
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TA04,ALM-CENTRAL,1,2
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TA05,ALM-CENTRAL,1,11
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TA06,ALM-CENTRAL,1,19
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TA07,ALM-CENTRAL,1,22
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TA08,ALM-CENTRAL,1,23
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TA08,ALM-CENTRAL,2,17
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TA09,ALM-CENTRAL,1,8
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TA10,ALM-CENTRAL,1,16
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM01,ALM-CENTRAL,1,18
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM02,ALM-CENTRAL,1,24
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM03,ALM-CENTRAL,1,4
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM04,ALM-CENTRAL,1,5
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM05,ALM-CENTRAL,1,12
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM06,ALM-CENTRAL,1,13
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM07,ALM-CENTRAL,1,20
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM08,ALM-CENTRAL,1,1
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM09,ALM-CENTRAL,1,3
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM10,ALM-CENTRAL,1,7
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM11,ALM-CENTRAL,1,10
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM12,ALM-CENTRAL,1,14
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM13,ALM-CENTRAL,1,15
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM14,ALM-CENTRAL,1,21
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,2,TM15,ALM-CENTRAL,1,25
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TA02,ALM-CENTRAL,1,6
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TA03,ALM-CENTRAL,1,9
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TA04,ALM-CENTRAL,1,2
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TA05,ALM-CENTRAL,1,11
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TA06,ALM-CENTRAL,1,19
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TA07,ALM-CENTRAL,1,22
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TA08,ALM-CENTRAL,1,23
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TA08,ALM-CENTRAL,2,17
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TA09,ALM-CENTRAL,1,8
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TA10,ALM-CENTRAL,1,16
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM01,ALM-CENTRAL,1,18
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM02,ALM-CENTRAL,1,24
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM03,ALM-CENTRAL,1,4
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM04,ALM-CENTRAL,1,5
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM05,ALM-CENTRAL,1,12
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM06,ALM-CENTRAL,1,13
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM07,ALM-CENTRAL,1,20
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM08,ALM-CENTRAL,1,1
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM09,ALM-CENTRAL,1,3
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM10,ALM-CENTRAL,1,7
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM11,ALM-CENTRAL,1,10
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM12,ALM-CENTRAL,1,14
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM13,ALM-CENTRAL,1,15
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM14,ALM-CENTRAL,1,21
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,3,TM15,ALM-CENTRAL,1,25
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TA02,ALM-CENTRAL,1,4
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TA03,ALM-CENTRAL,1,9
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TA04,ALM-CENTRAL,1,6
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TA05,ALM-CENTRAL,1,14
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TA06,ALM-CENTRAL,1,18
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TA07,ALM-CENTRAL,1,22
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TA08,ALM-CENTRAL,1,16
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TA08,ALM-CENTRAL,2,17
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TA09,ALM-CENTRAL,1,8
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TA10,ALM-CENTRAL,1,20
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM01,ALM-CENTRAL,1,2
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM02,ALM-CENTRAL,1,24
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM03,ALM-CENTRAL,1,12
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM04,ALM-CENTRAL,1,1
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM05,ALM-CENTRAL,1,10
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM06,ALM-CENTRAL,1,3
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM07,ALM-CENTRAL,1,25
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM08,ALM-CENTRAL,1,11
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM09,ALM-CENTRAL,1,13
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM10,ALM-CENTRAL,1,15
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM11,ALM-CENTRAL,1,19
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM12,ALM-CENTRAL,1,23
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM13,ALM-CENTRAL,1,21
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM14,ALM-CENTRAL,1,5
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,3,TM15,ALM-CENTRAL,1,7
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TA02,ALM-CENTRAL,1,8
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TA03,ALM-CENTRAL,1,9
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TA04,ALM-CENTRAL,1,6
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TA05,ALM-CENTRAL,1,15
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TA06,ALM-CENTRAL,1,20
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TA07,ALM-CENTRAL,1,22
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TA08,ALM-CENTRAL,1,18
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TA09,ALM-CENTRAL,1,4
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TA10,ALM-CENTRAL,1,16
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TA10,ALM-CENTRAL,2,17
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM01,ALM-CENTRAL,1,19
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM02,ALM-CENTRAL,1,14
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM03,ALM-CENTRAL,1,11
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM04,ALM-CENTRAL,1,7
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM05,ALM-CENTRAL,1,12
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM06,ALM-CENTRAL,1,21
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM07,ALM-CENTRAL,1,2
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM08,ALM-CENTRAL,1,1
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM09,ALM-CENTRAL,1,23
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM10,ALM-CENTRAL,1,5
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM11,ALM-CENTRAL,1,3
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM12,ALM-CENTRAL,1,25
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM13,ALM-CENTRAL,1,13
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM14,ALM-CENTRAL,1,24
BASE,OPERACION_DIARIA-NORMAL-N01,GENETICO,4,TM15,ALM-CENTRAL,1,10
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TA02,ALM-CENTRAL,1,6
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TA03,ALM-CENTRAL,1,9
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TA04,ALM-CENTRAL,1,2
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TA05,ALM-CENTRAL,1,11
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TA06,ALM-CENTRAL,1,19
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TA07,ALM-CENTRAL,1,23
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TA07,ALM-CENTRAL,2,17
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TA08,ALM-CENTRAL,1,22
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TA09,ALM-CENTRAL,1,8
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TA10,ALM-CENTRAL,1,16
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TM01,ALM-CENTRAL,1,18
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TM02,ALM-CENTRAL,1,24
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TM03,ALM-CENTRAL,1,4
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TM04,ALM-CENTRAL,1,5
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TM05,ALM-CENTRAL,1,12
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TM06,ALM-CENTRAL,1,13
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TM07,ALM-CENTRAL,1,20
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TM08,ALM-CENTRAL,1,1
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TM09,ALM-CENTRAL,1,3
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TM10,ALM-CENTRAL,1,7
BASE,OPERACION_DIARIA-NORMAL-N01,RECOCIDO_SIMULADO,4,TM11,ALM-CENTRAL,1,10
