variante,escenario,escenario_operativo,perfil_presion,nivel,tamanio,algoritmo_A,algoritmo_B,metrica,p_wilcoxon,p_wilcoxon_holm,tamano_efecto_r,veredicto
BASE,OPERACION_DIARIA-NORMAL-N03,OPERACION_DIARIA,NORMAL,3,25,GENETICO,RECOCIDO_SIMULADO,noAsignados,,,0,SIN_DIFERENCIA_SIGNIFICATIVA
BASE,OPERACION_DIARIA-NORMAL-N03,OPERACION_DIARIA,NORMAL,3,25,GENETICO,RECOCIDO_SIMULADO,cumplimientoPlazosPct,,,0,SIN_DIFERENCIA_SIGNIFICATIVA
BASE,OPERACION_DIARIA-NORMAL-N03,OPERACION_DIARIA,NORMAL,3,25,GENETICO,RECOCIDO_SIMULADO,tiempoMs,0,0,0.873095,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,190,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,0,0,0.873095,GANA_GENETICO
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,190,GENETICO,RECOCIDO_SIMULADO,costo,0.000962,0.000962,0.602733,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,190,GENETICO,RECOCIDO_SIMULADO,noAsignados,0.000002,0.000005,0.866154,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,190,GENETICO,RECOCIDO_SIMULADO,cumplimientoPlazosPct,0.000002,0.000005,0.874043,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,190,GENETICO,RECOCIDO_SIMULADO,tiempoMs,0,0,0.873095,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-ALTA-N02,SIMULACION_CINCO_DIAS,ALTA,2,190,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,0,0,0.873095,GANA_GENETICO
BASE,SIMULACION_CINCO_DIAS-ALTA-N02,SIMULACION_CINCO_DIAS,ALTA,2,190,GENETICO,RECOCIDO_SIMULADO,costo,0.000002,0.000005,0.873118,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-ALTA-N02,SIMULACION_CINCO_DIAS,ALTA,2,190,GENETICO,RECOCIDO_SIMULADO,noAsignados,0.028037,0.028037,0.401074,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-ALTA-N02,SIMULACION_CINCO_DIAS,ALTA,2,190,GENETICO,RECOCIDO_SIMULADO,cumplimientoPlazosPct,0.000002,0.000005,0.874136,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-ALTA-N02,SIMULACION_CINCO_DIAS,ALTA,2,190,GENETICO,RECOCIDO_SIMULADO,tiempoMs,0,0,0.873095,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-ALTA-N03,SIMULACION_CINCO_DIAS,ALTA,3,190,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,0,0,0.873095,GANA_GENETICO
BASE,SIMULACION_CINCO_DIAS-ALTA-N03,SIMULACION_CINCO_DIAS,ALTA,3,190,GENETICO,RECOCIDO_SIMULADO,costo,0,0.000001,0.813011,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-ALTA-N03,SIMULACION_CINCO_DIAS,ALTA,3,190,GENETICO,RECOCIDO_SIMULADO,noAsignados,0.000002,0.000003,0.876485,GANA_GENETICO
BASE,SIMULACION_CINCO_DIAS-ALTA-N03,SIMULACION_CINCO_DIAS,ALTA,3,190,GENETICO,RECOCIDO_SIMULADO,cumplimientoPlazosPct,0.000002,0.000003,0.874182,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-ALTA-N03,SIMULACION_CINCO_DIAS,ALTA,3,190,GENETICO,RECOCIDO_SIMULADO,tiempoMs,0,0,0.873095,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,275,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,0,0,0.873095,GANA_GENETICO
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,275,GENETICO,RECOCIDO_SIMULADO,costo,0.076721,0.076721,0.324829,SIN_DIFERENCIA_SIGNIFICATIVA
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,275,GENETICO,RECOCIDO_SIMULADO,noAsignados,0.000024,0.000048,0.770959,GANA_GENETICO
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,275,GENETICO,RECOCIDO_SIMULADO,cumplimientoPlazosPct,0.000002,0.000005,0.873742,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,SIMULACION_CINCO_DIAS,CRITICA,1,275,GENETICO,RECOCIDO_SIMULADO,tiempoMs,0,0,0.873095,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-CRITICA-N02,SIMULACION_CINCO_DIAS,CRITICA,2,275,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,0,0,0.873095,GANA_GENETICO
BASE,SIMULACION_CINCO_DIAS-CRITICA-N02,SIMULACION_CINCO_DIAS,CRITICA,2,275,GENETICO,RECOCIDO_SIMULADO,costo,0.00073,0.001459,0.591452,GANA_GENETICO
BASE,SIMULACION_CINCO_DIAS-CRITICA-N02,SIMULACION_CINCO_DIAS,CRITICA,2,275,GENETICO,RECOCIDO_SIMULADO,noAsignados,0.365288,0.365288,0.165291,SIN_DIFERENCIA_SIGNIFICATIVA
BASE,SIMULACION_CINCO_DIAS-CRITICA-N02,SIMULACION_CINCO_DIAS,CRITICA,2,275,GENETICO,RECOCIDO_SIMULADO,cumplimientoPlazosPct,0.000002,0.000005,0.873997,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-CRITICA-N02,SIMULACION_CINCO_DIAS,CRITICA,2,275,GENETICO,RECOCIDO_SIMULADO,tiempoMs,0,0,0.873095,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-CRITICA-N03,SIMULACION_CINCO_DIAS,CRITICA,3,275,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,0,0,0.873095,GANA_GENETICO
BASE,SIMULACION_CINCO_DIAS-CRITICA-N03,SIMULACION_CINCO_DIAS,CRITICA,3,275,GENETICO,RECOCIDO_SIMULADO,costo,0,0.000001,0.813011,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-CRITICA-N03,SIMULACION_CINCO_DIAS,CRITICA,3,275,GENETICO,RECOCIDO_SIMULADO,noAsignados,0.000003,0.000003,0.859484,GANA_GENETICO
BASE,SIMULACION_CINCO_DIAS-CRITICA-N03,SIMULACION_CINCO_DIAS,CRITICA,3,275,GENETICO,RECOCIDO_SIMULADO,cumplimientoPlazosPct,0.000002,0.000003,0.874576,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-CRITICA-N03,SIMULACION_CINCO_DIAS,CRITICA,3,275,GENETICO,RECOCIDO_SIMULADO,tiempoMs,0,0,0.873095,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,125,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,0,0,0.873095,GANA_GENETICO
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,125,GENETICO,RECOCIDO_SIMULADO,costo,0.000025,0.000025,0.769846,GANA_GENETICO
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,125,GENETICO,RECOCIDO_SIMULADO,noAsignados,0.000001,0.000004,0.879066,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,125,GENETICO,RECOCIDO_SIMULADO,cumplimientoPlazosPct,0.000002,0.000004,0.875134,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,125,GENETICO,RECOCIDO_SIMULADO,tiempoMs,0,0,0.873095,GANA_RECOCIDO_SIMULADO
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,125,GENETICO,RECOCIDO_SIMULADO,retrasoHoras,0,0,0.873095,GANA_GENETICO
