escenario,id_pedido,cliente,cantidad_qq,prioridad,horas_limite,llegada,fecha_limite,x,y
OPERACION_DIARIA-ALTA-N03,88,c1260,4,PRIORIZADO_18H,18,2026-09-01T12:29,2026-09-02T06:29,16,25
OPERACION_DIARIA-ALTA-N03,89,c1130,1,REGULAR_36H,36,2026-09-01T12:30,2026-09-03T00:30,42,48
OPERACION_DIARIA-ALTA-N03,90,c4069,7,PRIORIZADO_18H,18,2026-09-01T12:32,2026-09-02T06:32,70,16
OPERACION_DIARIA-ALTA-N03,91,c8796,2,REGULAR_36H,36,2026-09-01T12:37,2026-09-03T00:37,13,14
OPERACION_DIARIA-ALTA-N03,92,c4998,2,PRIORIZADO_18H,18,2026-09-01T12:39,2026-09-02T06:39,7,3
OPERACION_DIARIA-ALTA-N03,93,c2223,1,PRIORIZADO_12H,12,2026-09-01T12:42,2026-09-02T00:42,69,27
OPERACION_DIARIA-ALTA-N03,94,c2416,9,PRIORIZADO_4H,4,2026-09-01T12:50,2026-09-01T16:50,58,30
OPERACION_DIARIA-ALTA-N03,95,c8604,6,PRIORIZADO_8H,8,2026-09-01T12:53,2026-09-01T20:53,51,7
OPERACION_DIARIA-ALTA-N03,96,c1379,7,REGULAR_36H,36,2026-09-01T12:56,2026-09-03T00:56,10,6
OPERACION_DIARIA-ALTA-N03,97,c4376,6,PRIORIZADO_8H,8,2026-09-01T12:57,2026-09-01T20:57,5,16
OPERACION_DIARIA-ALTA-N03,98,c7894,7,PRIORIZADO_18H,18,2026-09-01T12:57,2026-09-02T06:57,58,21
OPERACION_DIARIA-ALTA-N03,99,c3366,2,REGULAR_36H,36,2026-09-01T13:04,2026-09-03T01:04,40,14
OPERACION_DIARIA-ALTA-N03,100,c6942,1,REGULAR_36H,36,2026-09-01T13:07,2026-09-03T01:07,41,10
OPERACION_DIARIA-ALTA-N03,101,c3326,8,PRIORIZADO_18H,18,2026-09-01T13:17,2026-09-02T07:17,64,26
OPERACION_DIARIA-ALTA-N03,102,c9258,4,REGULAR_36H,36,2026-09-01T13:18,2026-09-03T01:18,56,23
OPERACION_DIARIA-ALTA-N03,103,c7208,2,PRIORIZADO_8H,8,2026-09-01T13:27,2026-09-01T21:27,47,3
OPERACION_DIARIA-ALTA-N03,104,c8332,4,REGULAR_36H,36,2026-09-01T14:00,2026-09-03T02:00,50,12
OPERACION_DIARIA-ALTA-N03,105,c2443,8,REGULAR_36H,36,2026-09-01T14:01,2026-09-03T02:01,50,29
OPERACION_DIARIA-ALTA-N03,106,c5725,7,PRIORIZADO_4H,4,2026-09-01T14:10,2026-09-01T18:10,6,42
OPERACION_DIARIA-ALTA-N03,107,c8611,3,REGULAR_36H,36,2026-09-01T14:22,2026-09-03T02:22,49,14
OPERACION_DIARIA-ALTA-N03,108,c1539,8,PRIORIZADO_8H,8,2026-09-01T14:24,2026-09-01T22:24,56,15
OPERACION_DIARIA-ALTA-N03,109,c6169,1,PRIORIZADO_8H,8,2026-09-01T14:26,2026-09-01T22:26,47,31
OPERACION_DIARIA-ALTA-N03,110,c3928,8,PRIORIZADO_4H,4,2026-09-01T14:38,2026-09-01T18:38,48,34
OPERACION_DIARIA-ALTA-N03,111,c5654,8,REGULAR_36H,36,2026-09-01T14:39,2026-09-03T02:39,59,45
OPERACION_DIARIA-ALTA-N03,112,c3047,9,REGULAR_36H,36,2026-09-01T14:43,2026-09-03T02:43,19,30
OPERACION_DIARIA-ALTA-N03,113,c7171,8,REGULAR_36H,36,2026-09-01T14:52,2026-09-03T02:52,58,13
OPERACION_DIARIA-ALTA-N03,114,c3558,10,PRIORIZADO_4H,4,2026-09-01T14:56,2026-09-01T18:56,23,17
OPERACION_DIARIA-CRITICA-N01,1,c0497,6,REGULAR_36H,36,2026-09-01T00:26,2026-09-02T12:26,26,15
OPERACION_DIARIA-CRITICA-N01,2,c6006,6,PRIORIZADO_8H,8,2026-09-01T00:44,2026-09-01T08:44,9,22
OPERACION_DIARIA-CRITICA-N01,3,c3048,5,REGULAR_36H,36,2026-09-01T00:52,2026-09-02T12:52,32,21
OPERACION_DIARIA-CRITICA-N01,4,c1526,3,PRIORIZADO_18H,18,2026-09-01T01:15,2026-09-01T19:15,59,48
OPERACION_DIARIA-CRITICA-N01,5,c2084,7,PRIORIZADO_18H,18,2026-09-01T01:18,2026-09-01T19:18,46,13
OPERACION_DIARIA-CRITICA-N01,6,c4477,2,PRIORIZADO_4H,4,2026-09-01T01:20,2026-09-01T05:20,48,29
OPERACION_DIARIA-CRITICA-N01,7,c6194,6,REGULAR_36H,36,2026-09-01T01:27,2026-09-02T13:27,21,29
OPERACION_DIARIA-CRITICA-N01,8,c9592,9,PRIORIZADO_12H,12,2026-09-01T01:40,2026-09-01T13:40,47,24
OPERACION_DIARIA-CRITICA-N01,9,c3891,2,PRIORIZADO_4H,4,2026-09-01T01:57,2026-09-01T05:57,10,27
OPERACION_DIARIA-CRITICA-N01,10,c5687,6,REGULAR_36H,36,2026-09-01T01:57,2026-09-02T13:57,23,39
OPERACION_DIARIA-CRITICA-N01,11,c7604,4,PRIORIZADO_8H,8,2026-09-01T02:03,2026-09-01T10:03,48,17
OPERACION_DIARIA-CRITICA-N01,12,c4988,5,PRIORIZADO_18H,18,2026-09-01T02:10,2026-09-01T20:10,42,23
OPERACION_DIARIA-CRITICA-N01,13,c1190,6,PRIORIZADO_18H,18,2026-09-01T03:02,2026-09-01T21:02,41,21
OPERACION_DIARIA-CRITICA-N01,14,c4189,1,REGULAR_36H,36,2026-09-01T03:12,2026-09-02T15:12,35,46
OPERACION_DIARIA-CRITICA-N01,15,c9387,4,REGULAR_36H,36,2026-09-01T03:17,2026-09-02T15:17,9,39
OPERACION_DIARIA-CRITICA-N01,16,c5926,2,PRIORIZADO_12H,12,2026-09-01T03:17,2026-09-01T15:17,34,38
OPERACION_DIARIA-CRITICA-N01,17,c4810,9,PRIORIZADO_18H,18,2026-09-01T03:18,2026-09-01T21:18,41,41
