variante,escenario,escenario_operativo,perfil_presion,tamanio,nivel,repeticion,semilla,algoritmo,tiempo_ms,evaluaciones,F,T_horas,R_horas,N,V,factible,verificada,cumplimiento_pct,cumplimiento_prioritarios_pct,costo,distancia_km,utilizacion_pct,temperatura_inicial,pedidos_afectados_incidencia,vehiculos_averia_incidente,tiempo_replanificacion_ms,replanificacion_exitosa
BASE,OPERACION_DIARIA-NORMAL-N01,OPERACION_DIARIA,NORMAL,25,1,26,68,RECOCIDO_SIMULADO,9.0016,981,86.263333,86.263333,0,0,0,true,true,100,100,9984,1474,29.947917,2.975667,,,,
BASE,OPERACION_DIARIA-NORMAL-N01,OPERACION_DIARIA,NORMAL,25,1,27,69,RECOCIDO_SIMULADO,10.0192,1061,86.263333,86.263333,0,0,0,true,true,100,100,9984,1474,29.947917,3.296364,,,,
BASE,OPERACION_DIARIA-NORMAL-N01,OPERACION_DIARIA,NORMAL,25,1,27,69,GENETICO,536.1189,9060,84.703333,84.703333,0,0,0,true,true,100,100,10368,1470,29.947917,,,,,
BASE,OPERACION_DIARIA-NORMAL-N01,OPERACION_DIARIA,NORMAL,25,1,28,70,GENETICO,720.682,9060,84.448333,84.448333,0,0,0,true,true,100,100,10436,1470,29.947917,,,,,
BASE,OPERACION_DIARIA-NORMAL-N01,OPERACION_DIARIA,NORMAL,25,1,28,70,RECOCIDO_SIMULADO,7.6993,741,86.263333,86.263333,0,0,0,true,true,100,100,9984,1474,29.947917,2.237868,,,,
BASE,OPERACION_DIARIA-NORMAL-N01,OPERACION_DIARIA,NORMAL,25,1,29,71,RECOCIDO_SIMULADO,8.1917,821,86.263333,86.263333,0,0,0,true,true,100,100,9984,1474,29.947917,2.437264,,,,
BASE,OPERACION_DIARIA-NORMAL-N01,OPERACION_DIARIA,NORMAL,25,1,29,71,GENETICO,693.1094,9060,84.448333,84.448333,0,0,0,true,true,100,100,10436,1470,29.947917,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,0,42,GENETICO,747.7333,9060,94.95,94.95,0,0,0,true,true,100,100,11688,1656,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,0,42,RECOCIDO_SIMULADO,32.5498,3861,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,119.21018,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,1,43,RECOCIDO_SIMULADO,28.8404,3541,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,80.981671,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,1,43,GENETICO,426.4941,9060,94.775,94.775,0,0,0,true,true,100,100,11188,1586,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,2,44,GENETICO,476.6667,9060,95.34,95.34,0,0,0,true,true,100,100,11232,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,2,44,RECOCIDO_SIMULADO,28.8212,3581,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,83.254489,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,3,45,RECOCIDO_SIMULADO,27.1622,3381,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,64.433721,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,3,45,GENETICO,442.6496,9060,94.935,94.935,0,0,0,true,true,100,100,11676,1654,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,4,46,GENETICO,483.3234,9060,94.74,94.74,0,0,0,true,true,100,100,11392,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,4,46,RECOCIDO_SIMULADO,31.6812,3861,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,118.842008,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,5,47,RECOCIDO_SIMULADO,33.6648,3941,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,132.779813,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,5,47,GENETICO,888.4567,9060,94.755,94.755,0,0,0,true,true,100,100,11388,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,6,48,GENETICO,616.8888,9060,94.725,94.725,0,0,0,true,true,100,100,11396,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,6,48,RECOCIDO_SIMULADO,27.456,3421,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,68.205827,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,7,49,RECOCIDO_SIMULADO,28.5288,3621,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,88.198113,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,7,49,GENETICO,572.9395,9060,95.055,95.055,0,0,0,true,true,100,100,11660,1656,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,8,50,GENETICO,523.9276,9060,94.95,94.95,0,0,0,true,true,100,100,11688,1656,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,8,50,RECOCIDO_SIMULADO,42.3265,3861,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,119.054858,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,9,51,RECOCIDO_SIMULADO,32.2873,3981,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,140.195628,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,9,51,GENETICO,423.4448,9060,94.725,94.725,0,0,0,true,true,100,100,11396,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,10,52,GENETICO,663.9169,9060,94.755,94.755,0,0,0,true,true,100,100,11388,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,10,52,RECOCIDO_SIMULADO,32.6159,4141,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,177.068444,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,11,53,RECOCIDO_SIMULADO,30.1661,3821,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,112.177954,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,11,53,GENETICO,695.5593,9060,94.92,94.92,0,0,0,true,true,100,100,11696,1656,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,12,54,GENETICO,430.927,9060,94.92,94.92,0,0,0,true,true,100,100,11344,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,12,54,RECOCIDO_SIMULADO,32.8359,4181,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,184.164799,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,13,55,RECOCIDO_SIMULADO,31.0315,3941,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,131.933172,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,13,55,GENETICO,602.8486,9060,95.055,95.055,0,0,0,true,true,100,100,11308,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,14,56,GENETICO,622.627,9060,94.935,94.935,0,0,0,true,true,100,100,11340,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,14,56,RECOCIDO_SIMULADO,31.5955,3981,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,137.607073,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,15,57,RECOCIDO_SIMULADO,29.7823,3901,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,129.610308,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,15,57,GENETICO,736.2787,9060,95.145,95.145,0,0,0,true,true,100,100,11284,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,16,58,GENETICO,644.841,9060,94.59,94.59,0,0,0,true,true,100,100,11432,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,16,58,RECOCIDO_SIMULADO,29.0368,3661,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,93.230788,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,17,59,RECOCIDO_SIMULADO,29.8172,3741,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,104.342377,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,17,59,GENETICO,524.9422,9060,94.77,94.77,0,0,0,true,true,100,100,11544,1632,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,18,60,GENETICO,573.1295,9060,94.95,94.95,0,0,0,true,true,100,100,11688,1656,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,18,60,RECOCIDO_SIMULADO,32.6841,4101,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,168.755124,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,19,61,RECOCIDO_SIMULADO,30.8193,3621,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,88.184871,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,19,61,GENETICO,588.3624,9060,94.77,94.77,0,0,0,true,true,100,100,11384,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,20,62,GENETICO,683.5006,9060,94.725,94.725,0,0,0,true,true,100,100,11396,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,20,62,RECOCIDO_SIMULADO,32.5251,4021,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,149.411227,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,21,63,RECOCIDO_SIMULADO,29.6085,3821,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,113.35736,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,21,63,GENETICO,651.0596,9060,94.92,94.92,0,0,0,true,true,100,100,11696,1656,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,22,64,GENETICO,647.2285,9060,95.205,95.205,0,0,0,true,true,100,100,11268,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,22,64,RECOCIDO_SIMULADO,29.5108,3741,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,102.881215,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,23,65,RECOCIDO_SIMULADO,28.9128,3621,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,87.550775,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,23,65,GENETICO,569.5094,9060,94.905,94.905,0,0,0,true,true,100,100,11684,1654,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,24,66,GENETICO,706.1844,9060,95.07,95.07,0,0,0,true,true,100,100,11304,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,24,66,RECOCIDO_SIMULADO,28.5189,3581,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,86.469218,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,25,67,RECOCIDO_SIMULADO,31.1378,3821,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,115.743979,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,25,67,GENETICO,568.547,9060,94.755,94.755,0,0,0,true,true,100,100,11388,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,26,68,GENETICO,581.1888,9060,94.59,94.59,0,0,0,true,true,100,100,11432,1612,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,26,68,RECOCIDO_SIMULADO,27.4618,3581,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,84.123909,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,27,69,RECOCIDO_SIMULADO,23.0625,2941,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,36.930751,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,27,69,GENETICO,513.5532,9060,94.755,94.755,0,0,0,true,true,100,100,11532,1630,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,28,70,GENETICO,371.7558,9060,94.935,94.935,0,0,0,true,true,100,100,11676,1654,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,28,70,RECOCIDO_SIMULADO,31.4364,3981,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,141.871872,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,29,71,RECOCIDO_SIMULADO,29.3847,3861,95.85,95.85,0,0,0,true,true,100,100,11448,1656,30.46875,121.197773,,,,
BASE,OPERACION_DIARIA-NORMAL-N02,OPERACION_DIARIA,NORMAL,25,2,29,71,GENETICO,641.7712,9060,94.91,94.91,0,0,0,true,true,100,100,11632,1646,30.46875,,,,,
BASE,OPERACION_DIARIA-NORMAL-N03,OPERACION_DIARIA,NORMAL,25,3,0,42,GENETICO,661.1489,9060,201.048333,105.215,0.958333,0,0,true,true,92,87.5,10932,1572,34.114583,,,,,
BASE,OPERACION_DIARIA-NORMAL-N03,OPERACION_DIARIA,NORMAL,25,3,0,42,RECOCIDO_SIMULADO,14.8538,1741,202.848333,107.015,0.958333,0,0,true,true,92,87.5,10988,1594,34.114583,7.868671,,,,
BASE,OPERACION_DIARIA-NORMAL-N03,OPERACION_DIARIA,NORMAL,25,3,1,43,RECOCIDO_SIMULADO,17.6674,1981,202.848333,107.015,0.958333,0,0,true,true,92,87.5,10988,1594,34.114583,10.937598,,,,
