escenario,id_pedido,cliente,cantidad_qq,prioridad,horas_limite,llegada,fecha_limite,x,y
N025-I02,50,c4627,3,REGULAR_36H,36,2026-01-04T11:58,2026-01-05T23:58,30,24
N025-I03,51,c0844,1,PRIORIZADO_8H,8,2026-01-04T13:36,2026-01-04T21:36,56,48
N025-I03,52,c6159,5,PRIORIZADO_4H,4,2026-01-04T15:40,2026-01-04T19:40,28,36
N025-I03,53,c9162,8,REGULAR_36H,36,2026-01-04T15:52,2026-01-06T03:52,67,42
N025-I03,54,c4107,3,PRIORIZADO_8H,8,2026-01-04T16:37,2026-01-05T00:37,24,11
N025-I03,55,c2843,4,REGULAR_36H,36,2026-01-04T17:54,2026-01-06T05:54,18,2
N025-I03,56,c8378,1,PRIORIZADO_18H,18,2026-01-04T19:46,2026-01-05T13:46,66,32
N025-I03,57,c1774,9,PRIORIZADO_12H,12,2026-01-04T21:54,2026-01-05T09:54,62,33
N025-I03,58,c0867,1,PRIORIZADO_8H,8,2026-01-05T00:27,2026-01-05T08:27,9,27
N025-I03,59,c1698,4,REGULAR_36H,36,2026-01-05T00:30,2026-01-06T12:30,34,46
N025-I03,60,c0458,7,REGULAR_36H,36,2026-01-05T03:02,2026-01-06T15:02,62,16
N025-I03,61,c0313,9,PRIORIZADO_18H,18,2026-01-05T04:11,2026-01-05T22:11,16,20
N025-I03,62,c0068,4,REGULAR_36H,36,2026-01-05T05:49,2026-01-06T17:49,12,49
N025-I03,63,c1864,1,PRIORIZADO_8H,8,2026-01-05T08:16,2026-01-05T16:16,41,43
N025-I03,64,c5855,5,PRIORIZADO_8H,8,2026-01-05T08:33,2026-01-05T16:33,24,4
N025-I03,65,c9315,10,PRIORIZADO_18H,18,2026-01-05T09:32,2026-01-06T03:32,63,29
N025-I03,66,c2976,4,REGULAR_36H,36,2026-01-05T10:42,2026-01-06T22:42,14,41
N025-I03,67,c7515,1,REGULAR_36H,36,2026-01-05T10:49,2026-01-06T22:49,66,2
N025-I03,68,c0736,2,REGULAR_36H,36,2026-01-05T15:22,2026-01-07T03:22,20,26
N025-I03,69,c6624,10,PRIORIZADO_12H,12,2026-01-05T15:50,2026-01-06T03:50,28,14
N025-I03,70,c1021,5,PRIORIZADO_18H,18,2026-01-05T16:59,2026-01-06T10:59,52,39
N025-I03,71,c1033,3,PRIORIZADO_4H,4,2026-01-05T19:04,2026-01-05T23:04,32,1
N025-I03,72,c9228,7,PRIORIZADO_18H,18,2026-01-05T19:11,2026-01-06T13:11,62,34
N025-I03,73,c8979,3,PRIORIZADO_8H,8,2026-01-05T20:16,2026-01-06T04:16,30,26
N025-I03,74,c7180,6,PRIORIZADO_8H,8,2026-01-05T20:45,2026-01-06T04:45,23,13
N025-I03,75,c5733,4,PRIORIZADO_4H,4,2026-01-05T20:58,2026-01-06T00:58,19,20
N025-I04,76,c2826,1,REGULAR_36H,36,2026-01-05T22:31,2026-01-07T10:31,51,32
N025-I04,77,c6544,1,PRIORIZADO_4H,4,2026-01-06T00:43,2026-01-06T04:43,44,22
N025-I04,78,c3542,5,PRIORIZADO_8H,8,2026-01-06T01:05,2026-01-06T09:05,70,19
N025-I04,79,c6955,4,REGULAR_36H,36,2026-01-06T02:33,2026-01-07T14:33,61,48
N025-I04,80,c1642,9,REGULAR_36H,36,2026-01-06T03:22,2026-01-07T15:22,63,19
N025-I04,81,c1207,1,REGULAR_36H,36,2026-01-06T04:30,2026-01-07T16:30,38,50
N025-I04,82,c9695,6,REGULAR_36H,36,2026-01-06T04:47,2026-01-07T16:47,55,50
N025-I04,83,c1192,3,REGULAR_36H,36,2026-01-06T07:29,2026-01-07T19:29,48,41
N025-I04,84,c5500,1,REGULAR_36H,36,2026-01-06T08:20,2026-01-07T20:20,50,36
N025-I04,85,c4980,6,PRIORIZADO_4H,4,2026-01-06T08:51,2026-01-06T12:51,3,8
N025-I04,86,c0255,9,PRIORIZADO_8H,8,2026-01-06T09:11,2026-01-06T17:11,56,14
N025-I04,87,c5863,3,PRIORIZADO_8H,8,2026-01-06T10:59,2026-01-06T18:59,45,11
N025-I04,88,c1799,2,REGULAR_36H,36,2026-01-06T12:36,2026-01-08T00:36,30,49
N025-I04,89,c1765,1,PRIORIZADO_4H,4,2026-01-06T12:45,2026-01-06T16:45,33,9
N025-I04,90,c1842,1,PRIORIZADO_8H,8,2026-01-06T14:24,2026-01-06T22:24,60,25
N025-I04,91,c0869,8,PRIORIZADO_4H,4,2026-01-06T14:37,2026-01-06T18:37,54,48
N025-I04,92,c0776,3,PRIORIZADO_8H,8,2026-01-06T15:50,2026-01-06T23:50,46,28
N025-I04,93,c4759,10,PRIORIZADO_8H,8,2026-01-06T16:32,2026-01-07T00:32,10,8
N025-I04,94,c3650,2,PRIORIZADO_4H,4,2026-01-06T17:59,2026-01-06T21:59,67,48
N025-I04,95,c1296,9,PRIORIZADO_8H,8,2026-01-06T19:44,2026-01-07T03:44,44,26
N025-I04,96,c8406,1,PRIORIZADO_12H,12,2026-01-06T21:11,2026-01-07T09:11,40,41
N025-I04,97,c8411,3,PRIORIZADO_8H,8,2026-01-06T22:37,2026-01-07T06:37,12,30
N025-I04,98,c5486,4,PRIORIZADO_12H,12,2026-01-07T00:50,2026-01-07T12:50,39,50
N025-I04,99,c6288,6,PRIORIZADO_8H,8,2026-01-07T01:00,2026-01-07T09:00,51,10
N025-I04,100,c5054,5,PRIORIZADO_8H,8,2026-01-07T02:37,2026-01-07T10:37,59,0
N025-I05,101,c0183,4,REGULAR_36H,36,2026-01-07T04:10,2026-01-08T16:10,8,41
N025-I05,102,c3955,3,PRIORIZADO_12H,12,2026-01-07T04:31,2026-01-07T16:31,10,49
N025-I05,103,c0507,6,REGULAR_36H,36,2026-01-07T07:53,2026-01-08T19:53,20,23
N025-I05,104,c1436,5,REGULAR_36H,36,2026-01-07T08:37,2026-01-08T20:37,41,11
N025-I05,105,c7989,2,REGULAR_36H,36,2026-01-07T09:20,2026-01-08T21:20,15,7
N025-I05,106,c8862,5,REGULAR_36H,36,2026-01-07T10:49,2026-01-08T22:49,47,37
N025-I05,107,c6632,4,REGULAR_36H,36,2026-01-07T11:31,2026-01-08T23:31,49,25
N025-I05,108,c0299,9,REGULAR_36H,36,2026-01-07T12:38,2026-01-09T00:38,61,22
N025-I05,109,c9752,2,PRIORIZADO_4H,4,2026-01-07T14:23,2026-01-07T18:23,28,7
N025-I05,110,c3004,10,PRIORIZADO_4H,4,2026-01-07T14:50,2026-01-07T18:50,47,27
N025-I05,111,c2586,8,PRIORIZADO_18H,18,2026-01-07T18:11,2026-01-08T12:11,10,24
N025-I05,112,c8825,9,REGULAR_36H,36,2026-01-07T19:42,2026-01-09T07:42,9,10
N025-I05,113,c5381,1,PRIORIZADO_4H,4,2026-01-07T20:09,2026-01-08T00:09,51,39
N025-I05,114,c1693,4,REGULAR_36H,36,2026-01-07T20:16,2026-01-09T08:16,41,14
N025-I05,115,c9678,3,PRIORIZADO_4H,4,2026-01-07T21:45,2026-01-08T01:45,14,9
N025-I05,116,c6777,1,REGULAR_36H,36,2026-01-07T23:05,2026-01-09T11:05,42,1
N025-I05,117,c0969,7,PRIORIZADO_8H,8,2026-01-08T01:54,2026-01-08T09:54,62,5
N025-I05,118,c4301,9,PRIORIZADO_4H,4,2026-01-08T05:31,2026-01-08T09:31,2,30
N025-I05,119,c6121,1,REGULAR_36H,36,2026-01-08T06:34,2026-01-09T18:34,47,0
N025-I05,120,c4786,8,REGULAR_36H,36,2026-01-08T07:02,2026-01-09T19:02,46,28
N025-I05,121,c3785,1,PRIORIZADO_8H,8,2026-01-08T09:20,2026-01-08T17:20,39,46
N025-I05,122,c4150,7,REGULAR_36H,36,2026-01-08T09:44,2026-01-09T21:44,8,42
N025-I05,123,c2369,6,PRIORIZADO_8H,8,2026-01-08T11:09,2026-01-08T19:09,8,17
N025-I05,124,c7387,5,REGULAR_36H,36,2026-01-08T11:35,2026-01-09T23:35,8,29
N025-I05,125,c7640,7,PRIORIZADO_4H,4,2026-01-08T14:24,2026-01-08T18:24,41,47
N025-I06,126,c6595,7,PRIORIZADO_8H,8,2026-01-08T16:09,2026-01-09T00:09,62,21
N025-I06,127,c3881,5,PRIORIZADO_18H,18,2026-01-08T16:10,2026-01-09T10:10,50,26
N025-I06,128,c6481,8,PRIORIZADO_8H,8,2026-01-08T17:36,2026-01-09T01:36,26,11
N025-I06,129,c2797,2,PRIORIZADO_8H,8,2026-01-08T17:48,2026-01-09T01:48,64,14
N025-I06,130,c6871,6,REGULAR_36H,36,2026-01-08T19:15,2026-01-10T07:15,17,2
N025-I06,131,c4801,5,REGULAR_36H,36,2026-01-08T19:36,2026-01-10T07:36,9,42
N025-I06,132,c6731,4,PRIORIZADO_8H,8,2026-01-08T22:20,2026-01-09T06:20,53,14
N025-I06,133,c3801,4,PRIORIZADO_12H,12,2026-01-08T22:38,2026-01-09T10:38,36,24
N025-I06,134,c0886,9,PRIORIZADO_12H,12,2026-01-09T00:07,2026-01-09T12:07,61,27
N025-I06,135,c1772,2,PRIORIZADO_18H,18,2026-01-09T00:27,2026-01-09T18:27,45,6
N025-I06,136,c7877,7,REGULAR_36H,36,2026-01-09T00:57,2026-01-10T12:57,21,5
N025-I06,137,c9726,7,PRIORIZADO_8H,8,2026-01-09T02:23,2026-01-09T10:23,66,20
N025-I06,138,c5066,3,PRIORIZADO_4H,4,2026-01-09T04:51,2026-01-09T08:51,50,2
N025-I06,139,c1357,1,PRIORIZADO_4H,4,2026-01-09T04:58,2026-01-09T08:58,52,30
N025-I06,140,c6140,10,REGULAR_36H,36,2026-01-09T07:40,2026-01-10T19:40,10,21
N025-I06,141,c6000,5,PRIORIZADO_18H,18,2026-01-09T08:17,2026-01-10T02:17,63,45
N025-I06,142,c4432,7,REGULAR_36H,36,2026-01-09T10:37,2026-01-10T22:37,64,7
N025-I06,143,c1410,9,REGULAR_36H,36,2026-01-09T11:27,2026-01-10T23:27,23,47
N025-I06,144,c3973,4,PRIORIZADO_12H,12,2026-01-09T13:16,2026-01-10T01:16,17,4
N025-I06,145,c9855,9,REGULAR_36H,36,2026-01-09T14:10,2026-01-11T02:10,28,36
N025-I06,146,c7511,3,PRIORIZADO_8H,8,2026-01-09T15:14,2026-01-09T23:14,3,44
N025-I06,147,c6959,1,REGULAR_36H,36,2026-01-09T15:35,2026-01-11T03:35,47,21
N025-I06,148,c6470,10,PRIORIZADO_4H,4,2026-01-09T16:48,2026-01-09T20:48,33,10
N025-I06,149,c6449,2,PRIORIZADO_12H,12,2026-01-09T19:55,2026-01-10T07:55,48,31
N025-I06,150,c1243,6,REGULAR_36H,36,2026-01-09T20:42,2026-01-11T08:42,17,31
N025-I07,151,c0189,1,REGULAR_36H,36,2026-01-10T04:05,2026-01-11T16:05,18,17
N025-I07,152,c0943,6,PRIORIZADO_8H,8,2026-01-10T05:14,2026-01-10T13:14,15,19
N025-I07,153,c7302,8,PRIORIZADO_18H,18,2026-01-10T06:21,2026-01-11T00:21,57,48
N025-I07,154,c9123,8,REGULAR_36H,36,2026-01-10T07:50,2026-01-11T19:50,30,5
N025-I07,155,c1440,1,REGULAR_36H,36,2026-01-10T08:34,2026-01-11T20:34,49,2
N025-I07,156,c5342,3,PRIORIZADO_8H,8,2026-01-10T08:53,2026-01-10T16:53,6,22
N025-I07,157,c4423,2,PRIORIZADO_12H,12,2026-01-10T10:09,2026-01-10T22:09,33,24
N025-I07,158,c4714,10,REGULAR_36H,36,2026-01-10T10:15,2026-01-11T22:15,66,8
N025-I07,159,c5261,4,PRIORIZADO_18H,18,2026-01-10T10:51,2026-01-11T04:51,25,29
N025-I07,160,c7567,8,REGULAR_36H,36,2026-01-10T11:20,2026-01-11T23:20,26,37
N025-I07,161,c9029,7,PRIORIZADO_12H,12,2026-01-10T11:49,2026-01-10T23:49,27,27
N025-I07,162,c6915,2,PRIORIZADO_12H,12,2026-01-10T14:52,2026-01-11T02:52,41,45
N025-I07,163,c4711,6,PRIORIZADO_8H,8,2026-01-10T15:37,2026-01-10T23:37,15,26
N025-I07,164,c7329,6,PRIORIZADO_8H,8,2026-01-10T21:39,2026-01-11T05:39,8,25
N025-I07,165,c3363,7,REGULAR_36H,36,2026-01-10T22:42,2026-01-12T10:42,8,21
N025-I07,166,c7371,1,REGULAR_36H,36,2026-01-10T22:50,2026-01-12T10:50,9,34
N025-I07,167,c0494,7,PRIORIZADO_4H,4,2026-01-10T23:10,2026-01-11T03:10,44,41
N025-I07,168,c2663,10,PRIORIZADO_12H,12,2026-01-10T23:31,2026-01-11T11:31,66,35
N025-I07,169,c3801,1,PRIORIZADO_18H,18,2026-01-11T00:05,2026-01-11T18:05,58,44
N025-I07,170,c4427,3,PRIORIZADO_4H,4,2026-01-11T00:27,2026-01-11T04:27,9,30
N025-I07,171,c0135,3,PRIORIZADO_12H,12,2026-01-11T02:55,2026-01-11T14:55,16,6
N025-I07,172,c6716,8,PRIORIZADO_18H,18,2026-01-11T03:02,2026-01-11T21:02,29,19
N025-I07,173,c5662,10,PRIORIZADO_12H,12,2026-01-11T03:36,2026-01-11T15:36,61,44
N025-I07,174,c8418,3,REGULAR_36H,36,2026-01-11T06:20,2026-01-12T18:20,30,6
N025-I07,175,c2810,7,PRIORIZADO_18H,18,2026-01-11T09:33,2026-01-12T03:33,27,13
N025-I08,176,c6472,9,REGULAR_36H,36,2026-01-11T09:42,2026-01-12T21:42,52,13
N025-I08,177,c5039,2,PRIORIZADO_8H,8,2026-01-11T12:49,2026-01-11T20:49,19,38
N025-I08,178,c9475,10,PRIORIZADO_8H,8,2026-01-11T13:23,2026-01-11T21:23,48,41
N025-I08,179,c5708,9,PRIORIZADO_4H,4,2026-01-11T14:49,2026-01-11T18:49,56,2
N025-I08,180,c9844,4,REGULAR_36H,36,2026-01-11T16:06,2026-01-13T04:06,18,8
N025-I08,181,c5448,4,REGULAR_36H,36,2026-01-11T17:28,2026-01-13T05:28,12,30
N025-I08,182,c9743,10,REGULAR_36H,36,2026-01-11T17:48,2026-01-13T05:48,57,12
N025-I08,183,c2968,2,REGULAR_36H,36,2026-01-11T21:01,2026-01-13T09:01,53,50
N025-I08,184,c2001,9,PRIORIZADO_8H,8,2026-01-11T22:09,2026-01-12T06:09,43,20
N025-I08,185,c4042,6,PRIORIZADO_18H,18,2026-01-11T23:16,2026-01-12T17:16,41,36
N025-I08,186,c6579,3,PRIORIZADO_12H,12,2026-01-12T00:52,2026-01-12T12:52,10,3
N025-I08,187,c4772,5,REGULAR_36H,36,2026-01-12T01:04,2026-01-13T13:04,60,17
N025-I08,188,c2326,2,PRIORIZADO_4H,4,2026-01-12T02:02,2026-01-12T06:02,27,8
N025-I08,189,c5439,2,PRIORIZADO_8H,8,2026-01-12T02:34,2026-01-12T10:34,6,13
N025-I08,190,c6552,8,PRIORIZADO_18H,18,2026-01-12T02:37,2026-01-12T20:37,16,14
N025-I08,191,c5947,4,REGULAR_36H,36,2026-01-12T03:13,2026-01-13T15:13,43,37
N025-I08,192,c5756,2,REGULAR_36H,36,2026-01-12T04:42,2026-01-13T16:42,1,17
N025-I08,193,c4485,1,REGULAR_36H,36,2026-01-12T05:38,2026-01-13T17:38,68,6
N025-I08,194,c1460,5,REGULAR_36H,36,2026-01-12T11:39,2026-01-13T23:39,37,6
N025-I08,195,c1137,3,PRIORIZADO_4H,4,2026-01-12T12:58,2026-01-12T16:58,7,34
N025-I08,196,c2840,5,PRIORIZADO_4H,4,2026-01-12T14:26,2026-01-12T18:26,31,4
N025-I08,197,c1222,8,REGULAR_36H,36,2026-01-12T15:24,2026-01-14T03:24,67,44
N025-I08,198,c9315,10,PRIORIZADO_12H,12,2026-01-12T16:11,2026-01-13T04:11,6,9
N025-I08,199,c7964,2,PRIORIZADO_18H,18,2026-01-12T17:10,2026-01-13T11:10,64,5
N025-I08,200,c6244,5,PRIORIZADO_12H,12,2026-01-12T17:26,2026-01-13T05:26,52,6
N025-I09,201,c6438,3,REGULAR_36H,36,2026-01-12T17:32,2026-01-14T05:32,22,9
N025-I09,202,c7205,2,PRIORIZADO_18H,18,2026-01-12T19:00,2026-01-13T13:00,13,38
N025-I09,203,c4936,3,PRIORIZADO_8H,8,2026-01-12T19:18,2026-01-13T03:18,30,12
N025-I09,204,c9941,9,REGULAR_36H,36,2026-01-12T19:39,2026-01-14T07:39,5,12
N025-I09,205,c3955,6,PRIORIZADO_4H,4,2026-01-12T19:40,2026-01-12T23:40,70,8
N025-I09,206,c7655,8,REGULAR_36H,36,2026-01-12T21:46,2026-01-14T09:46,64,42
N025-I09,207,c4643,4,REGULAR_36H,36,2026-01-12T23:56,2026-01-14T11:56,55,21
N025-I09,208,c5863,8,PRIORIZADO_4H,4,2026-01-13T00:11,2026-01-13T04:11,19,9
N025-I09,209,c5653,8,PRIORIZADO_12H,12,2026-01-13T00:17,2026-01-13T12:17,57,28
N025-I09,210,c5518,6,PRIORIZADO_8H,8,2026-01-13T00:24,2026-01-13T08:24,53,13
N025-I09,211,c2418,8,PRIORIZADO_4H,4,2026-01-13T00:46,2026-01-13T04:46,20,22
N025-I09,212,c4103,3,PRIORIZADO_4H,4,2026-01-13T04:31,2026-01-13T08:31,17,28
N025-I09,213,c6325,7,PRIORIZADO_4H,4,2026-01-13T06:58,2026-01-13T10:58,50,11
N025-I09,214,c0049,1,PRIORIZADO_12H,12,2026-01-13T08:13,2026-01-13T20:13,8,18
N025-I09,215,c6829,10,PRIORIZADO_12H,12,2026-01-13T09:05,2026-01-13T21:05,30,27
N025-I09,216,c9919,4,REGULAR_36H,36,2026-01-13T09:10,2026-01-14T21:10,45,8
N025-I09,217,c1727,7,PRIORIZADO_18H,18,2026-01-13T10:12,2026-01-14T04:12,0,38
N025-I09,218,c5581,4,PRIORIZADO_18H,18,2026-01-13T10:58,2026-01-14T04:58,34,0
N025-I09,219,c4035,9,PRIORIZADO_8H,8,2026-01-13T13:19,2026-01-13T21:19,35,46
N025-I09,220,c4548,5,PRIORIZADO_12H,12,2026-01-13T13:56,2026-01-14T01:56,27,23
N025-I09,221,c5562,10,REGULAR_36H,36,2026-01-13T17:26,2026-01-15T05:26,0,43
N025-I09,222,c5536,4,PRIORIZADO_4H,4,2026-01-13T19:54,2026-01-13T23:54,11,18
N025-I09,223,c0795,9,PRIORIZADO_8H,8,2026-01-13T21:11,2026-01-14T05:11,61,29
N025-I09,224,c8467,8,PRIORIZADO_18H,18,2026-01-14T00:09,2026-01-14T18:09,60,12
N025-I09,225,c9924,1,PRIORIZADO_18H,18,2026-01-14T01:18,2026-01-14T19:18,29,4
N025-I10,226,c4065,7,REGULAR_36H,36,2026-01-14T06:33,2026-01-15T18:33,5,0
N025-I10,227,c1360,3,PRIORIZADO_8H,8,2026-01-14T06:43,2026-01-14T14:43,54,36
N025-I10,228,c1473,6,REGULAR_36H,36,2026-01-14T06:54,2026-01-15T18:54,30,44
N025-I10,229,c8993,3,PRIORIZADO_12H,12,2026-01-14T07:17,2026-01-14T19:17,36,26
N025-I10,230,c9093,2,PRIORIZADO_8H,8,2026-01-14T07:21,2026-01-14T15:21,1,11
N025-I10,231,c2878,4,PRIORIZADO_12H,12,2026-01-14T13:07,2026-01-15T01:07,9,43
N025-I10,232,c4060,5,PRIORIZADO_18H,18,2026-01-14T13:38,2026-01-15T07:38,8,38
N025-I10,233,c9881,1,PRIORIZADO_4H,4,2026-01-14T13:47,2026-01-14T17:47,10,50
N025-I10,234,c2447,7,REGULAR_36H,36,2026-01-14T14:11,2026-01-16T02:11,34,49
N025-I10,235,c8664,7,PRIORIZADO_12H,12,2026-01-14T14:58,2026-01-15T02:58,69,14
N025-I10,236,c0190,9,PRIORIZADO_12H,12,2026-01-14T15:46,2026-01-15T03:46,59,0
N025-I10,237,c1767,4,PRIORIZADO_4H,4,2026-01-14T15:55,2026-01-14T19:55,34,1
N025-I10,238,c4322,10,PRIORIZADO_4H,4,2026-01-14T16:43,2026-01-14T20:43,58,38
N025-I10,239,c0244,2,REGULAR_36H,36,2026-01-14T17:16,2026-01-16T05:16,62,28
N025-I10,240,c9489,5,PRIORIZADO_4H,4,2026-01-14T17:47,2026-01-14T21:47,12,19
N025-I10,241,c0915,6,PRIORIZADO_8H,8,2026-01-14T19:30,2026-01-15T03:30,22,39
N025-I10,242,c4205,1,PRIORIZADO_8H,8,2026-01-14T20:25,2026-01-15T04:25,22,8
N025-I10,243,c0567,1,REGULAR_36H,36,2026-01-14T22:13,2026-01-16T10:13,15,26
N025-I10,244,c9022,9,PRIORIZADO_18H,18,2026-01-14T22:50,2026-01-15T16:50,29,37
N025-I10,245,c3873,6,REGULAR_36H,36,2026-01-14T23:04,2026-01-16T11:04,29,50
N025-I10,246,c1430,1,PRIORIZADO_12H,12,2026-01-15T00:55,2026-01-15T12:55,21,41
N025-I10,247,c6379,4,REGULAR_36H,36,2026-01-15T01:10,2026-01-16T13:10,25,24
N025-I10,248,c4424,7,REGULAR_36H,36,2026-01-15T02:43,2026-01-16T14:43,20,38
N025-I10,249,c9458,5,REGULAR_36H,36,2026-01-15T03:28,2026-01-16T15:28,24,19
N025-I10,250,c3376,6,PRIORIZADO_18H,18,2026-01-15T03:33,2026-01-15T21:33,52,18
N050-I01,1,c4910,2,REGULAR_36H,36,2026-01-01T01:30,2026-01-02T13:30,56,30
N050-I01,2,c9599,6,PRIORIZADO_18H,18,2026-01-01T04:55,2026-01-01T22:55,21,29
N050-I01,3,c8771,9,PRIORIZADO_4H,4,2026-01-01T08:52,2026-01-01T12:52,61,21
N050-I01,4,c5581,2,PRIORIZADO_4H,4,2026-01-01T10:19,2026-01-01T14:19,24,11
N050-I01,5,c6975,10,REGULAR_36H,36,2026-01-01T10:19,2026-01-02T22:19,24,37
N050-I01,6,c1736,10,PRIORIZADO_8H,8,2026-01-01T13:00,2026-01-01T21:00,21,49
N050-I01,7,c2476,8,PRIORIZADO_18H,18,2026-01-01T15:00,2026-01-02T09:00,11,30
N050-I01,8,c4470,4,PRIORIZADO_8H,8,2026-01-01T16:25,2026-01-02T00:25,2,7
N050-I01,9,c7528,10,REGULAR_36H,36,2026-01-01T18:11,2026-01-03T06:11,32,28
N050-I01,10,c7945,8,REGULAR_36H,36,2026-01-01T19:53,2026-01-03T07:53,48,7
N050-I01,11,c1738,8,PRIORIZADO_12H,12,2026-01-01T21:48,2026-01-02T09:48,14,13
N050-I01,12,c5408,4,REGULAR_36H,36,2026-01-01T23:07,2026-01-03T11:07,9,41
N050-I01,13,c5634,7,PRIORIZADO_18H,18,2026-01-02T01:25,2026-01-02T19:25,7,3
